AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
VLTK,LA,17.377917,104.857378,121
LA-0004,LA,19.523889,102.889167,150
VLSN,LA,20.4184,104.067001,124
LA-0007,LA,18.911778,102.405238,128
VLAP,LA,14.793056,107.045278,134
LA-0002,LA,19.107,102.924004,150
LA-0001,LA,18.924999,102.450996,137
PCQ,LA,21.6475,101.9,126
VLXL,LA,19.6203,100.815332,100
VLSV,LA,15.709439,106.410699,131
VLPV,LA,19.454901,103.218002,144
LA-0003,LA,22.121944,101.799167,127
LA-0006,LA,20.324,100.165,103
VLVT,LA,17.9883,102.563004,103
VLLN,LA,20.966999,101.400002,145
VLSK,LA,16.556601,104.760002,140
VLOS,LA,20.682699,101.994003,124
VLHS,LA,20.257299,100.436996,139
VLXK,LA,19.450001,103.157997,136
LB-0005,LB,34.047911,36.173396,102
OLKA,LB,34.589298,36.011299,135
LB-0007,LB,33.86781,35.55294,100
LB-0006,LB,33.294663,35.578101,120
LB-0004,LB,33.636065,35.614209,143
Z19O,LB,34.281226,35.680096,141
OLBA,LB,33.8209,35.4884,145
OLRA,LB,33.8508,35.987701,125
LB-0008,LB,34.10468,35.65336,114
SY-0028,LB,33.473974,35.608798,139
VYPY,MM,18.824499,95.265999,118
VYPT,MM,27.329901,97.4263,118
VY02,MM,20.153601,94.968697,147
VYTY,MM,22.483,98.400002,113
VYMD,MM,21.7022,95.977898,109
VYLN,MM,25.65,96.366997,117
VYBG,MM,21.178801,94.930199,116
VYMS,MM,20.5168,99.256798,125
VYHN,MM,21.700001,94.099998,134
VYPE,MM,21.28416,92.90048,131
VYSA,MM,21.167,94.167,135
VYPU,MM,21.4043,95.11125,108
VYTN,MM,26.367001,96.733002,117
VYPK,MM,21.4492,94.4869,115
VYEL,MM,19.623501,96.200996,145
VYAS,MM,21.9554,96.406097,145
VYMK,MM,25.3836,97.351898,143
VYMW,MM,20.1656,94.941399,139
VYMH,MM,20.833,99.949997,133
VYLS,MM,22.9779,97.752197,150
FND,MV,6.162443,73.28752,132
VRDA,MV,5.818394,73.469181,130
VRMG,MV,-0.692694,73.151557,133
MV-0001,MV,3.924968,73.451672,112
VRQM,MV,0.338085,73.512869,136
MV-0003,MV,5.29819,73.0575,125
VRNT,MV,2.211,73.1533,135
VRMU,MV,2.666075,72.887118,125
MV-0004,MV,5.31731,73.07896,132
MV-0008,MV,2.68125,72.93134,147
VREI,MV,5.7083,73.025,109
VRMH,MV,6.74423,73.170502,139
VRMM,MV,4.19183,73.529099,119
VRAH,MV,6.96967,72.896287,111
MV-0010,MV,2.9477,72.9167,118
VRMD,MV,5.1561,73.1302,140
VRMV,MV,3.470556,72.835833,131
MV-0002,MV,5.50897,72.98045,134
MV-0011,MV,2.31339,73.29609,104
VRMO,MV,0.7324,73.4336,125
VNLT,NP,28.200001,85.583,116
VNCG,NP,26.570801,88.079597,102
VNBP,NP,27.678101,84.429398,130
VNMG,NP,27.5774,84.22875,135
VNRB,NP,26.510066,86.733902,116
VNMA,NP,28.641399,84.089203,103
NP-0015,NP,27.18117,86.77185,115
VNSK,NP,28.586,81.636002,102
VNSI,NP,27.159803,84.980021,111
VNTH,NP,27.04787,86.858022,101
VNBR,NP,29.502001,81.668999,115
VNMN,NP,28.9632,80.147903,145
VNBW,NP,27.505328,83.412594,131
VNDP,NP,28.985659,82.818703,149
VNPL,NP,27.517787,86.584454,111
VNLD,NP,27.253099,86.669998,118
VNDH,NP,28.755283,80.583398,138
VNTR,NP,27.315001,87.193298,119
VNPK,NP,28.200899,83.982101,127
VNVT,NP,26.481501,87.264,132
TL-0001,TL,-8.455563,126.975861,122
WPVQ,TL,-8.8838,126.373001,127
WPEC,TL,-8.486479,126.399981,113
WPAT,TL,-8.243133,125.606378,148
TL-0002,TL,-8.670092,127.022542,138
WPDB,TL,-9.30331,125.287003,148
WPMN,TL,-8.97224,125.214996,105
WPOC,TL,-9.19806,124.343002,143
WPDL,TL,-8.546562,125.524507,118
WPFL,TL,-8.447964,126.987362,145
ID-KCI,TL,-8.349193,127.050793,130
TW-0004,TW,22.705,120.280998,100
TW-0053,TW,23.89625,121.56376,105
RCAY,TW,22.782499,120.263,108
RCNN,TW,22.950399,120.206001,116
TW-0039,TW,23.71454,121.42002,140
TW-0003,TW,24.9762,121.223999,139
RCLG,TW,24.1863,120.653999,118
TW-0001,TW,23.518,119.583,148
TW-0032,TW,22.586871,121.000736,118
TW-0063,TW,23.86005,120.47462,135
RCKU,TW,23.4618,120.392998,110
RCMT,TW,26.224199,120.002998,137
TW-0058,TW,22.75312,120.64695,123
TW-0062,TW,23.805319,120.554151,120
TW-CMJ,TW,23.213127,119.417539,125
RCMS,TW,24.730617,121.752031,105
TW-0007,TW,23.538652,120.410156,109
TW-0006,TW,24.026161,121.589897,104
RCXY,TW,22.981864,120.284243,121
TW-0055,TW,23.87808,121.54875,115
