from,to
WBSB,KH-0003
WBSB,OP14
WBSB,UB14
WBSB,OM-0008
WBSB,VVPR
WBSB,UBBA
WBSB,OM-0025
WBSB,QA-0014
WBSB,OPTA
WBSB,AZ-0001
WBSB,UKH
WBSB,VDMK
WBSB,LLMZ
UKH,NP-0015
UKH,AZ-0001
UKH,RU-0058
UKH,AZ-0016
UKH,UBBZ
UKH,LLYO
UKH,VDPP
UKH,OBBS
UKH,KH-0002
UKH,VVDB
UKH,OT62
UKH,RU-0112
UKH,OTBH
UKH,LLMG
UKH,UB12
UKH,OTBK
UKH,OO42
UKH,OP14
UKH,VVGL
UKH,OPKD
UKH,WBSB
UKH,VLSN
NP-0015,UBBA
NP-0015,UKH
NP-0015,VLPV
NP-0015,WBAK
NP-0015,OT62
NP-0015,OBBS
NP-0015,VNBR
NP-0015,VNVT
NP-0015,LA-0006
NP-0015,RU-0112
NP-0015,LLMG
NP-0015,VDKK
NP-0015,VLLN
NP-0015,VVDB
NP-0015,AZ-0003
NP-0015,AZ-0009
NP-0015,VVDN
NP-0015,VN-0037
NP-0015,OP14
NP-0015,LLBO
NP-0015,AM-0007
NP-0015,PCQ
NP-0015,PK-REQ
NP-0015,OM-0003
NP-0015,AM-0006
RU-0112,OPBL
RU-0112,VDBG
RU-0112,VN-0054
RU-0112,VLAP
RU-0112,UHMA
RU-0112,VMMC
RU-0112,LA-0001
RU-0112,AM-0008
RU-0112,NP-0015
RU-0112,AZ-0015
RU-0112,OPSS
RU-0112,VNTR
RU-0112,OOFQ
RU-0112,LA-0006
RU-0112,VDMK
RU-0112,VLTK
RU-0112,OMY
RU-0112,AM-0006
RU-0112,UKH
RU-0112,RU-0111
RU-0112,OPKD
RU-0112,USHL
RU-0112,LLAZ
RU-0112,OTBD
RU-0112,UGEJ
RU-0112,OM-0010
RU-0112,VVBM
RU-0112,LLTN
RU-0112,VVGL
RU-0112,KMT
RU-0112,QA-0014
RU-0112,KH-0001
RU-0112,UWOR
VNMG,OM-0008
VNMG,IL-0011
VNMG,UDSG
VNMG,LLBO
VNMG,OMY
VNMG,AZ-0009
VNMG,WBAK
VNMG,PK-0015
VNMG,RU-1892
VNMG,UDYZ
VNMG,AZ-0012
VNMG,UG11
VNMG,AZ-0013
VNMG,VDSV
VNMG,VN-0038
VNMG,OM-0010
OO42,OPQT
OO42,OPBL
OO42,VVPQ
OO42,OOYB
OO42,VLSV
OO42,AM-0006
OO42,WBAK
OO42,OM-0020
OO42,AM-0002
OO42,LA-0005
OO42,LA-0003
OO42,AM-0004
OO42,VN-0038
OO42,LL59
OO42,OPGD
OO42,LA-0004
OO42,UKH
OO42,UHMA
OO42,VLSK
OO42,OOIA
OO42,QA-0009
OO42,RU-0058
OO42,IL-0011
LA-0005,UWOR
LA-0005,IL-0006
LA-0005,QA-0012
LA-0005,LA-0003
LA-0005,OPBL
LA-0005,IL-0004
LA-0005,UNLL
LA-0005,OOMS
LA-0005,VVGL
LA-0005,VVPR
LA-0005,OO42
LA-0005,PK-0047
LA-0005,VLSV
LA-0005,VN-0019
LA-0005,OOMA
LA-0005,VLVT
LA-0005,PK-0062
LA-0005,VNLD
LA-0004,VLSV
LA-0004,LA-0007
LA-0004,VVRG
LA-0004,UDLS
LA-0004,VNRB
LA-0004,LLBG
LA-0004,OPDK
LA-0004,UWWS
LA-0004,VDSY
LA-0004,OTHH
LA-0004,LVGZ
LA-0004,VVDN
LA-0004,LL59
LA-0004,IL-0012
LA-0004,OO42
LA-0004,OPKD
LA-0004,UBEE
LA-0004,USRK
LA-0004,OOYB
LA-0004,VNTR
LA-0007,LA-0004
LA-0007,OJJR
LA-0007,OPQT
LA-0007,LLHA
LA-0007,UDLS
LA-0007,OOSA
LA-0007,WBAK
LA-0007,AZ-0013
LA-0007,VNPL
LA-0007,VN-0037
LA-0007,VVVH
LA-0007,LLMR
LA-0007,VDKT
LA-0007,VVPT
LA-0007,OOMX
LA-0007,VN-0055
LA-0007,PK-0015
LA-0007,VLXL
LA-0007,AZ-0012
LA-0006,UDYE
LA-0006,VVPT
LA-0006,VLTK
LA-0006,NP-0015
LA-0006,VDKT
LA-0006,IL-0008
LA-0006,OOMA
LA-0006,UNLL
LA-0006,KH-0001
LA-0006,VN-0037
LA-0006,RU-0112
LA-0006,LVGZ
LA-0006,VLSK
LA-0006,UBEE
LA-0006,VDPP
LA-0006,PK-REQ
LA-0006,OM-0003
LA-0006,VLXL
LA-0006,OOMX
LA-0006,AM-0001
LA-0006,UB12
LA-0006,VVRG
LA-0001,OPTA
LA-0001,UBBZ
LA-0001,PK-0062
LA-0001,OM-0002
LA-0001,VDBG
LA-0001,OTHH
LA-0001,OPQT
LA-0001,AM-0007
LA-0001,AM-0004
LA-0001,RU-0112
LA-0001,VVBM
LA-0001,VMMC
LA-0001,AM-0005
LA-0001,OBBS
LA-0001,OPOR
LA-0001,LL1B
LA-0001,OBBI
LA-0001,AM-0009
LA-0001,VDKC
LA-0001,UDYZ
LA-0001,KH-0003
LA-0001,AZ-0009
LA-0001,PCQ
LA-0003,UNLL
LA-0003,LL1B
LA-0003,OTBD
LA-0003,VVGL
LA-0003,AM-0005
LA-0003,LA-0005
LA-0003,OBBS
LA-0003,RU-0111
LA-0003,UDYE
LA-0003,AZ-0013
LA-0003,RU-0050
LA-0003,OO42
LA-0003,AZ-0015
LA-0003,OPDK
LA-0003,VNSK
LA-0003,PK-REQ
LA-0003,VDMK
LA-0003,VVPT
LA-0003,AM-0008
LA-0003,AZ-0006
LA-0003,AZ-0001
LA-0003,VNPK
OOFQ,USRK
OOFQ,VNDP
OOFQ,RU-5491
OOFQ,AM-0008
OOFQ,UBBQ
OOFQ,OPSS
OOFQ,VNPL
OOFQ,OBBI
OOFQ,RU-0112
OOFQ,LA-0002
OOFQ,VNCG
OOFQ,AZ-0010
OOFQ,VVRG
OOFQ,OOMS
OOFQ,VNMN
OOFQ,VNBW
OOFQ,VLHS
OOFQ,IL-0004
OOFQ,VDRK
OOFQ,LLHA
OOFQ,LVGZ
OOFQ,OPGD
OOFQ,VLSN
LA-0002,OM-0025
LA-0002,KH-0002
LA-0002,RU-0931
LA-0002,VLOS
LA-0002,VDKK
LA-0002,AM-0007
LA-0002,OJJR
LA-0002,PK-0062
LA-0002,VNBR
LA-0002,OOFQ
LA-0002,USRK
LA-0002,OM-0010
LA-0002,UWKV
LA-0002,VNPK
LA-0002,AZ-0013
LA-0002,QA-0009
LA-0002,VDRK
LA-0002,OM-0009
UGEJ,VDSY
UGEJ,VN-0038
UGEJ,OPKD
UGEJ,VN-0013
UGEJ,AZ-0009
UGEJ,VNDP
UGEJ,KH-0002
UGEJ,LVGZ
UGEJ,VDRK
UGEJ,OPBL
UGEJ,UB18
UGEJ,VDSR
UGEJ,RU-0112
UGEJ,PK-0075
UGEJ,VN-0055
UGEJ,AM-0009
VLLN,PK-0062
VLLN,XVL
VLLN,UHMG
VLLN,NP-0015
VLLN,PK-0047
VLLN,OPOR
VLLN,UDLS
VLLN,OBBI
VLLN,LVGZ
VLLN,AM-0005
VLLN,VNDH
VLLN,VN-0013
VLLN,IL-0011
KH-0001,AZ-0015
KH-0001,VN-0042
KH-0001,OM-0025
KH-0001,VVPT
KH-0001,VNDP
KH-0001,OP14
KH-0001,VLOS
KH-0001,VDSY
KH-0001,LA-0006
KH-0001,VVRG
KH-0001,RU-5491
KH-0001,OBKH
KH-0001,AZ-0001
KH-0001,VVDB
KH-0001,UB18
KH-0001,LLMG
KH-0001,OOMX
KH-0001,OOSA
KH-0001,AZ-0012
KH-0001,IL-0003
KH-0001,IL-0012
KH-0001,RU-0112
KH-0001,RU-0111
KH-0002,LA-0002
KH-0002,VN-0055
KH-0002,QA-0014
KH-0002,PK-0075
KH-0002,QA-0001
KH-0002,RU-5491
KH-0002,LLNV
KH-0002,LVGZ
KH-0002,VN-0038
KH-0002,UKH
KH-0002,VN-0031
KH-0002,UGEJ
KH-0002,IL-0008
KH-0002,PK-0006
KH-0002,VDSR
KH-0002,OBBS
KH-0002,AZ-0009
KH-0002,LLBS
KH-0002,VDKK
KH-0002,OPKD
KH-0002,VDKC
KH-0002,RU-0050
KH-0002,LLHA
KH-0003,VDPP
KH-0003,VDSY
KH-0003,VN-0038
KH-0003,VVBM
KH-0003,WBSB
KH-0003,VDSR
KH-0003,UBBZ
KH-0003,UBBG
KH-0003,AM-0004
KH-0003,VDSA
KH-0003,VVVT
KH-0003,UHMA
KH-0003,UBBQ
KH-0003,VVDN
KH-0003,VLSN
KH-0003,OM-0013
KH-0003,AZ-0003
KH-0003,UWKV
KH-0003,VNVT
KH-0003,OMY
KH-0003,RU-0108
KH-0003,LA-0001
KH-0003,LLBO
KH-0003,OBKH
VNPK,LLMG
VNPK,VDSR
VNPK,OM-0027
VNPK,PK-0006
VNPK,OPQT
VNPK,PK-0019
VNPK,RU-0109
VNPK,VVVT
VNPK,VNPL
VNPK,OPTA
VNPK,VDSA
VNPK,LLHA
VNPK,AZ-0010
VNPK,AZ-0009
VNPK,LLYO
VNPK,LA-0002
VNPK,UB18
VNPK,USHU
VNPK,LA-0003
VNPL,UDSG
VNPL,VNRB
VNPL,LLET
VNPL,OOFQ
VNPL,VMMC
VNPL,VNMN
VNPL,VNPK
VNPL,AZ-0016
VNPL,LA-0007
VNPL,VDKT
VNPL,AM-0006
VNPL,OM-0009
VNPL,OPGD
VNPL,VDSR
VNPL,VNDP
VNPL,PK-0006
VNPL,AM-0008
VNPL,OP32
VNPL,VVBM
VNPL,RU-0058
VNPL,UWKV
VNPL,VN-0019
VNPL,VN-0013
VDKH,VNRB
VDKH,PK-0006
VDKH,OOMS
VDKH,UNQA
VDKH,VNBP
VDKH,VLHS
VDKH,UDYE
VDKH,LL59
VDKH,VNSI
VDKH,VNBR
VDKH,VNLD
VDKH,RU-0050
VDKH,OM-0008
VDKH,VLAP
VDKH,OM-0020
VDKH,AM-0002
VDKH,VLOS
VDKH,OOSA
VMMC,VN-0038
VMMC,VLSV
VMMC,IL-0004
VMMC,OM-0013
VMMC,RU-0112
VMMC,VNLD
VMMC,VNPL
VMMC,OBBS
VMMC,PK-0062
VMMC,VDPP
VMMC,VVGL
VMMC,AM-0003
VMMC,OM-0008
VMMC,LA-0001
VMMC,USHU
VMMC,RU-0109
VMMC,QA-0012
VMMC,VLAP
VMMC,AZ-0018
VMMC,OJJR
VMMC,AZ-0001
VMMC,UB18
VMMC,LLTN
VMMC,VLPV
VMMC,KMT
VMMC,RU-0058
VMMC,UWKV
VDKK,OT62
VDKK,OTBH
VDKK,VNRB
VDKK,LA-0002
VDKK,VDSR
VDKK,VLVT
VDKK,VLOS
VDKK,NP-0015
VDKK,UBBG
VDKK,RU-0109
VDKK,VNCG
VDKK,OOYB
VDKK,LLTN
VDKK,AZ-0012
VDKK,VVRG
VDKK,VLAP
VDKK,LLMG
VDKK,KH-0002
VDKK,AZ-0010
VDKK,AM-0001
VDKK,PK-0015
VDKK,RU-0931
VDKK,IL-0012
VDKK,UNQA
VDKC,OMY
VDKC,OM-0027
VDKC,VN-0031
VDKC,OM-0003
VDKC,OPOR
VDKC,OP14
VDKC,AZ-0012
VDKC,AM-0007
VDKC,OM-0008
VDKC,VNSI
VDKC,LLMG
VDKC,VDPP
VDKC,RU-0111
VDKC,LLYO
VDKC,OM-0010
VDKC,UBBZ
VDKC,LA-0001
VDKC,LLTN
VDKC,KH-0002
VDKC,LLMR
VDKC,OBBI
LLYO,PK-0006
LLYO,LLBO
LLYO,UWWS
LLYO,LLMZ
LLYO,UB12
LLYO,VNRB
LLYO,QA-0012
LLYO,AM-0005
LLYO,VLOS
LLYO,LLAZ
LLYO,UKH
LLYO,VN-0031
LLYO,AM-0009
LLYO,VNBR
LLYO,VNPK
LLYO,OMY
LLYO,AM-0003
LLYO,VDKC
LLYO,VLSV
LLYO,AZ-0016
LLYO,QA-0009
LLYO,OPTA
LLYO,VVDB
RU-0058,UWKV
RU-0058,AM-0004
RU-0058,OPSS
RU-0058,IL-0004
RU-0058,UKH
RU-0058,AM-0001
RU-0058,UHMA
RU-0058,RU-0111
RU-0058,VNSK
RU-0058,LLBO
RU-0058,RU-0108
RU-0058,OPGD
RU-0058,VDSV
RU-0058,AM-0002
RU-0058,PK-0015
RU-0058,RU-0931
RU-0058,VNDP
RU-0058,OJJR
RU-0058,LLMZ
RU-0058,VNMA
RU-0058,OOIA
RU-0058,PK-0047
RU-0058,AZ-0003
RU-0058,VNPL
RU-0058,OO42
RU-0058,VMMC
RU-0058,VLSK
RU-0050,VDMK
RU-0050,UWWS
RU-0050,VNRB
RU-0050,VDRK
RU-0050,AM-0007
RU-0050,VVPT
RU-0050,LLBS
RU-0050,LA-0003
RU-0050,QA-0014
RU-0050,VN-0042
RU-0050,VNVT
RU-0050,LLAZ
RU-0050,VDKH
RU-0050,VLHS
RU-0050,OM-0027
RU-0050,KH-0002
VDKT,LLEK
VDKT,VNSI
VDKT,AM-0002
VDKT,VDRK
VDKT,IL-0011
VDKT,LA-0006
VDKT,RU-0109
VDKT,PS-0001
VDKT,VN-0037
VDKT,VVVH
VDKT,AM-0006
VDKT,IL-0003
VDKT,VNPL
VDKT,OTBD
