from,to
SPHO,VGTJ
BA-0007,MR-0002
BA-0007,HTMF
BA-0007,KG-0030
BA-0007,HRYR
BA-0007,WSAP
BA-0007,SS-0053
BA-0007,FSDA
BA-0007,SD-0001
BA-0007,ULSZ
BA-0007,BD-0039
BA-0007,NFBG
BA-0007,TH-0015
BA-0007,SPCC
BA-0007,OMY
BA-0007,FVKZ
BA-0007,LU-0002
BA-0007,DRZN
BA-0007,OIBI
BA-0007,VRMD
BA-0007,HL64
BA-0007,FSAL
BA-0007,NVSP
BA-0007,HLZU
BA-0007,NO-0103
BA-0007,TZ-0106
BA-0007,KG-0012
BA-0007,LJPT
BA-0007,RU-2249
BA-0007,GGBU
BA-0007,VLVT
BA-0007,GLVA
BA-0007,BPF
BA-0007,FVMN
BA-0007,LSXV
BA-0007,NFTE
BA-0007,AGBA
IT-0138,UT1A
IT-0138,NVSR
IT-0138,FMEP
IT-0138,TD-0001
IT-0138,NFTE
IT-0138,OYTZ
IT-0138,UB14
IT-0138,LSXV
IT-0138,VLPV
IT-0138,VREI
IT-0138,SD-0001
IT-0138,NFBG
IT-0138,KE-6054
IT-0138,AZ-0016
IT-0138,TZ-0034
IT-0138,FDBM
IT-0138,KE-6045
IT-0138,PL-0078
IT-0138,LJPZ
IT-0138,PL-0031
IT-0138,ID-0144
IT-0138,GQPA
IT-0138,SMCI
IT-0138,RE-0006
IT-0138,EPRZ
IT-0138,TH-0032
IT-0138,NVSE
IT-0138,SMOL
IT-0138,LR-0001
IT-0138,GLVA
IT-0138,HUEN
BA-0003,ZZ-0002
BA-0003,DRZR
BA-0003,NFKB
BA-0003,WPOC
BA-0003,RW-0001
BA-0003,HEAZ
BA-0003,LV-1288
BA-0003,GMMX
BA-0003,WPEC
BA-0003,JO-0007
BA-0003,KW-0016
BA-0003,LQGL
BA-0003,UG-0009
BA-0003,HRYG
BA-0003,VDBG
BA-0003,AD-0002
BA-0003,LQLV
BA-0003,OIKJ
BA-0003,DRZI
BA-0003,ER-0004
BA-0003,HUKC
BA-0003,PT-0137
BA-0003,BA-0001
BA-0003,GLVA
BA-0003,SG-0003
BA-0003,FMEE
BA-0003,LA-0006
BA-0003,BA-0006
GQNM,LJNM
GQNM,FDNG
GQNM,IR-0010
GQNM,SG-0003
GQNM,VDKH
GQNM,SPSJ
GQNM,HKMS
GQNM,FDNS
GQNM,ENHD
GQNM,SS-0043
GQNM,HUKC
GQNM,FSIA
GQNM,ER-0004
GQNM,SMPA
GQNM,VREI
GQNM,UAFO
GQNM,VIAR
GQNM,OKAJ
GQNM,LQCO
GQNM,HESC
GQNM,IT-0237
GQNM,KG-0012
GQNM,BA-0006
GQNM,FVKZ
GQNM,ID-KEA
GQNM,UEGT
GQNM,SI-0011
GQNM,NG-0006
GQNM,HRYG
GQNM,TZ-0056
GQNM,OYMB
GQNM,VDPP
GQNM,JO-0004
GQNM,GVSN
GQNM,GQNC
GQNL,TD-0005
GQNL,JP-3302
GQNL,OITL
GQNL,RU-0407
GQNL,LIAR
GQNL,SI-0025
GQNL,VGCB
GQNL,DRZI
GQNL,VTCC
GQNL,HRYI
GQNL,WSSS
GQNL,SD-0015
GQNL,PL-0165
GQNL,ZW-0032
GQNL,DNBB
GQNL,EPGI
GQNL,NO-0008
GQNL,DBBN
GQNL,PL-0199
GQNL,VLPV
GQNL,VGIS
GQNL,IN-0073
GQNL,OY74
GQNL,SI-0001
GQNL,VLVT
GQNL,ELLX
GQNL,TJ-0001
GQNL,FMZJ
GQNL,VDKK
GQNL,LSZO
GQNL,OKAS
GQNL,FDNS
GQNL,RE-0006
GQNL,TJ-0008
GQNL,RVC
GQNL,GMMD
GQNL,SD-0004
GQNL,VGTJ
GQNO,FMEE
GQNO,EVTA
GQNO,SI-0014
GQNO,FSPP
GQNO,DBBP
GQNO,OKDI
GQNO,FTTI
GQNO,OMY
GQNO,VRMH
GQNO,UIOO
GQNO,AZ-0004
GQNO,FMEP
GQNO,FSSC
GQNO,LQMO
GQNO,GLRB
GQNO,GQPF
GQNO,VDKK
GQNO,HSGO
GQNO,VDPP
GQNO,BPF
GQNO,GY-BTO
GQNO,UNQA
GQNO,OJMS
GQNO,UT1A
GQNO,ER-0001
GQNO,RW-0002
GQNO,OIBK
GQNO,FVKZ
GQNO,GVSF
GQNO,HHAS
GMFM,GGBU
GMFM,RW-0002
GMFM,DRZL
GMFM,NG-0006
GMFM,JP-3302
GMFM,RU-0593
GMFM,TZ-0106
GMFM,DBBB
GMFM,SI-0025
GMFM,MR-0003
GMFM,GLVA
GMFM,UG-0016
GMFM,SI-0013
GMFM,OJ38
GMFM,HSGN
GMFM,WRLH
GMFM,SI-0014
GMFM,OKAS
GMFM,HHAG
GMFM,GLCP
GMFM,MA-0003
GMFM,AGRC
GMFM,ER-0003
GMFM,TZ-0034
GMFM,HUKD
GMFM,HSRJ
GMFM,NVSP
GMFM,FSDA
GMFM,LQGL
GMFM,WPOC
GMFM,TZ-0056
GMFM,SI-0001
GMFM,VI20
GMFM,WPEC
GMFM,UNIS
GMFM,NFNU
GMFM,OMY
GMFM,AGOB
GMFM,FDMH
GMFM,NLWW
AGKW,UEGT
AGKW,AGAT
AGKW,MV-0002
AGKW,SI-0019
AGKW,UG-0007
AGKW,DBBK
AGKW,VISR
AGKW,PL-0178
AGKW,TL-0002
AGKW,OIKJ
AGKW,FSFA
AGKW,HHSB
AGKW,JO-0015
AGKW,HRYG
AGKW,LSGG
AGKW,TZ-0034
AGKW,VGTJ
AGKW,HKMS
AGKW,HUKS
AGKW,PL-0199
AGKW,SI-0011
AGKW,FSSD
AGKW,IN-0054
AGKW,HTSU
AGKW,DNIL
AGKW,FDNG
AGKW,ID-0246
AGKW,RU-2249
AGKW,PT-0070
AGKW,JP-0113
AGKW,AZ-0016
AGKW,TL-0001
AGKW,HRYU
AGKW,HL64
AGKW,VRMH
AGKW,FTTJ
GMFO,HUKC
GMFO,FMEE
GMFO,TJ-UT46
GMFO,HKNI
GMFO,KE-6045
GMFO,FDMH
GMFO,WSAG
GMFO,NLWF
GMFO,DRZT
GMFO,FSIA
GMFO,LIAR
GMFO,HESC
GMFO,DNKN
GMFO,PL-0215
GMFO,FSAL
GMFO,GLCP
GMFO,TH-0042
GMFO,TJ-UT44
GMFO,HEBA
GMFO,GVMA
GMFO,BA-0006
GMFO,GGOV
GMFO,NFTF
GMFO,FVMN
GMFO,VGTJ
GMFO,GMMW
GMFO,WSAT
GMFO,JP-3302
GMFO,JO-0009
GMFO,RU-0011
GMFO,MR-0009
GMFO,TZ-0115
GMFO,TL-0001
GMFO,NVSR
GMFO,OYTZ
GMFO,LSPF
GMFO,PT-0136
GMFO,SR-0007
GMFO,NVSU
GMFO,HL66
GMFO,VGSG
GMFO,UT1C
GMFO,UG-0008
GMFO,AGGF
EPRZ,GLCP
EPRZ,DBBN
EPRZ,HSPI
EPRZ,GVAC
EPRZ,LSXV
EPRZ,BD-0024
EPRZ,DNBB
EPRZ,AXO
EPRZ,OY75
EPRZ,SMDU
EPRZ,WRLH
EPRZ,NVVF
EPRZ,FDMH
EPRZ,NFKB
EPRZ,NVVB
EPRZ,HSSW
EPRZ,NVVI
EPRZ,ZW-0032
EPRZ,HLZU
EPRZ,AZ-0015
EPRZ,IT-0138
EPRZ,WPDB
EPRZ,HHAS
EPRZ,UEGT
EPRZ,GG64
EPRZ,NVSE
EPRZ,RORY
EPRZ,WATC
EPRZ,VTPO
EPRZ,TZ-0115
EPRZ,OY74
EPRZ,HL66
EPRZ,DRZN
GMFU,HRYR
GMFU,SS-0048
GMFU,VDKT
GMFU,KG-0015
GMFU,JP-0690
GMFU,JO-0007
GMFU,FDMH
GMFU,FDBT
GMFU,FDST
GMFU,KG-0043
GMFU,HSSK
GMFU,ENHD
GMFU,GMMX
GMFU,RW-0001
GMFU,LSPF
GMFU,UT1A
GMFU,RU-2249
GMFU,HTPE
GMFU,PL-0178
GMFU,AGGF
GMFU,TJ-0005
GMFU,AZ-0015
GMFU,HRYO
GMFU,MV-0011
GMFU,FTTI
GMFU,DRZN
GMFU,FSDA
GMFU,WPEC
GMFU,NLWW
GMFU,DNAK
GMFU,HSKI
GMFU,FSSC
GMFU,SS-0043
GMFU,GQPA
GMFU,PL-0022
GMFU,GGBU
GMFU,WAHI
GMFU,VDKK
GMFU,KG-0001
BA-0001,DBBN
BA-0001,NVVI
BA-0001,ELLX
BA-0001,UG-0008
BA-0001,ENTC
BA-0001,KG-0015
BA-0001,VDKK
BA-0001,HTMF
BA-0001,VLSV
BA-0001,NFTE
BA-0001,GMMX
BA-0001,LQVI
BA-0001,IT-0040
BA-0001,SPCC
BA-0001,WSAC
BA-0001,SMDU
BA-0001,MR-0002
BA-0001,KH-0003
BA-0001,BA-0003
BA-0001,GLMR
BA-0001,FSAL
BA-0001,SD-0001
BA-0001,RU-0407
BA-0001,HSSK
BA-0001,HRYG
BA-0001,MR-0004
VI20,JO-0007
VI20,LPHR
VI20,ID-0144
VI20,FTTI
VI20,VRAH
VI20,TH-0023
VI20,FSSC
VI20,HLKF
VI20,BVR
VI20,HESW
VI20,JP-1012
VI20,TJ-0005
VI20,ER-0001
VI20,DBBC
VI20,SR-0002
VI20,LV-0040
VI20,AGAT
VI20,HL66
VI20,DRZI
VI20,LJPZ
VI20,IN-0107
VI20,LSGG
VI20,OMY
VI20,HKMB
VI20,TH-0015
VI20,DNKN
VI20,OYZM
VI20,TZ-0056
VI20,NVVI
VI20,GMFM
VI20,FVHY
VI20,FMEP
VI20,KE-6123
VI20,GVSF
VI20,UABA
VI20,IR-0043
VI20,FDKB
DRZI,GQPA
DRZI,WSAG
DRZI,AGGO
DRZI,VTUL
DRZI,JP-0113
DRZI,LV-0017
DRZI,UG-0016
DRZI,OYTZ
DRZI,GQNL
DRZI,MR-0009
DRZI,GVSF
DRZI,HEAZ
DRZI,SI-0014
DRZI,OJAQ
DRZI,SMCI
DRZI,UNIS
DRZI,NE-0002
DRZI,HL64
DRZI,ZW-0021
DRZI,KG-0010
DRZI,NVVF
DRZI,HE11
DRZI,VI20
DRZI,NFNA
DRZI,BA-0003
DRZI,RU-0011
DRZI,EVTA
DRZI,VTCC
DRZI,GLBU
DRZI,NFNU
DRZI,HLZU
DRZI,SI-0019
LJPT,PL-0078
LJPT,GVSF
LJPT,FSSA
LJPT,VDKT
LJPT,IT-0531
LJPT,TJ-0001
LJPT,HHAG
LJPT,GW-0001
LJPT,FSPP
LJPT,ER-0003
LJPT,DRZN
LJPT,PT-0095
LJPT,LQMO
LJPT,AGRC
LJPT,VLVT
LJPT,VDRK
LJPT,VLOS
LJPT,HESC
LJPT,HSWD
LJPT,YSNF
LJPT,NVVI
LJPT,OYSY
LJPT,IT-0478
LJPT,BA-0007
LJPT,TZ-0106
LJPT,UNIS
LJPT,UG-0007
LJPT,WSSL
LJPT,NFTO
WSAP,RE-0006
WSAP,OIBI
WSAP,SPOA
WSAP,OIBK
WSAP,FVBB
WSAP,BA-0007
WSAP,RU-2249
WSAP,FSAL
WSAP,GVAN
WSAP,LJPZ
WSAP,WIMG
WSAP,NFTV
WSAP,KE-6123
WSAP,SG-0004
WSAP,JP-1995
WSAP,SPSA
WSAP,SI-0019
WSAP,VGTJ
WSAP,HLGL
WSAP,SMVO
WSAP,NFTL
WSAP,NE-0002
WSAP,TZ-0034
WSAP,NFNR
WSAP,SPBC
HTPE,DBBS
HTPE,UG-0008
HTPE,SS-0017
HTPE,FDSM
HTPE,SS-0053
HTPE,TZ-0122
HTPE,FTTG
HTPE,JP-0113
HTPE,PT-0070
HTPE,ENBM
HTPE,HE11
HTPE,RJTH
HTPE,FSPL
HTPE,LIPV
HTPE,GMFU
HTPE,KG-0010
HTPE,BJ-0001
HTPE,BD-0024
HTPE,JO-0004
HTPE,VDRK
HTPE,NVSL
HTPE,OIBK
HTPE,VDKK
HTPE,NVSU
HTPE,YSNF
HTPE,PT-0112
HTPE,VRMH
HTPE,FR-0314
HTPE,OKDI
HTPE,LU-0002
HTPE,VTPP
WSAT,ER-0003
WSAT,NLWF
WSAT,PL-0165
WSAT,UAFO
WSAT,VTCC
WSAT,VDKK
WSAT,JP-1995
WSAT,WPDB
WSAT,ID-KCI
WSAT,VTCR
WSAT,SI-0011
WSAT,VLLN
WSAT,RE-0006
WSAT,MA-GLN
WSAT,AGGE
WSAT,VTPO
WSAT,BD-0039
WSAT,GMFO
WSAT,FTTJ
WSAT,VIAL
WSAT,TJ-0003
WSAT,DBBB
WSAT,FVIN
WSAT,NFKD
WSAT,SS-0053
WSAT,KW-0016
WSAT,SMOL
WSAT,KG-0001
WSAT,VDBG
WSAT,NFBG
WSAG,DRZI
WSAG,GLVA
WSAG,MR-0002
WSAG,GMFO
WSAG,TZ-0106
WSAG,HLLQ
WSAG,HUKJ
WSAG,TZ-0054
WSAG,UBBA
WSAG,HUEN
WSAG,LV-0032
WSAG,VIAL
WSAG,FVCV
WSAG,DRRD
WSAG,TH-0032
WSAG,NVSL
WSAG,JO-0007
WSAG,VGSG
WSAG,SPOA
WSAG,IT-0237
WSAG,SS-0006
WSAG,VRMD
WSAG,WPFL
WSAG,IT-0478
WSAG,VDPP
WSAG,OYHD
WSAG,TZ-0056
WSAG,FSPP
WSAG,NO-0103
WSAG,TH-0023
WSAG,FSSA
WSAG,DRZN
WSAG,NVSR
WSAG,VLVT
WSAG,KG-0010
LJPZ,AZ-0013
LJPZ,HESC
LJPZ,HRYO
LJPZ,HRYG
LJPZ,LSPK
LJPZ,JP-0113
LJPZ,JP-1012
LJPZ,HHMS
LJPZ,OJMS
LJPZ,HRYN
LJPZ,OY75
LJPZ,VDRK
LJPZ,NVVI
LJPZ,WSAP
LJPZ,GLCP
LJPZ,OKBK
LJPZ,DNBB
LJPZ,FSSD
LJPZ,HEAZ
LJPZ,VRMO
LJPZ,VI20
LJPZ,IT-0138
LJPZ,ULSZ
LJPZ,WPDL
LJPZ,BVR
LJPZ,EVTA
LJPZ,DNKN
LJPZ,RVC
LJPZ,WPAT
LJPZ,FDMH
LJPZ,AGRC
LJPZ,FMEE
LJPZ,YPXM
HESC,LJPZ
HESC,OKAS
HESC,RE-0001
HESC,SPHO
HESC,LV-1288
HESC,GMFO
HESC,HHMS
HESC,HSSK
HESC,IT-0531
HESC,HE16
HESC,VTUL
HESC,UT1C
HESC,HTMF
HESC,SS-0006
HESC,GLCP
HESC,TD-0010
HESC,MR-0003
HESC,OJ38
HESC,LJPT
HESC,SD-0001
HESC,HRYO
HESC,KE-0021
HESC,GQNM
HESC,UG-0009
HESC,UG-0008
HESC,LV-0017
HESC,WPFL
HESC,SI-0014
HESC,TJ-0006
HESC,DBBO
HESC,IR-0043
NE-0002,FMZJ
NE-0002,NFNU
NE-0002,BD-0024
NE-0002,FTTJ
NE-0002,MV-0010
NE-0002,VDPP
NE-0002,FDNH
NE-0002,TH-0004
NE-0002,OISJ
NE-0002,SS-0003
NE-0002,DRZI
NE-0002,AZ-0004
NE-0002,JO-0002
NE-0002,ELUS
NE-0002,UG-0007
NE-0002,FMEE
NE-0002,OKAJ
NE-0002,VLLN
NE-0002,LR-0001
NE-0002,SPOA
NE-0002,HL66
NE-0002,LY-DNF
NE-0002,HSKI
NE-0002,NVSU
NE-0002,AGGO
NE-0002,WSAP
NE-0002,RE-0001
NE-0002,TD-0004
NE-0004,GLRB
NE-0004,JP-0690
NE-0004,DNKN
NE-0004,HSSW
NE-0004,RU-0011
NE-0004,LV-0040
NE-0004,KG-0012
NE-0004,KE-0021
NE-0004,NFTO
NE-0004,DBBR
NE-0004,RE-0006
NE-0004,NFNA
NE-0004,UIOO
NE-0004,HL66
NE-0004,FDNG
NE-0004,FDNH
NE-0004,YSNF
NE-0004,TJ-0006
NE-0004,OKDI
NE-0004,VTCC
NE-0004,OMY
NE-0004,LIPV
PT-0100,SPSJ
PT-0100,PT-0067
PT-0100,RU-0011
PT-0100,FTTJ
PT-0100,SS-0017
PT-0100,PL-0078
PT-0100,HSGF
PT-0100,VLLN
PT-0100,FSFA
PT-0100,VGSY
PT-0100,BD-0039
PT-0100,OY75
PT-0100,SPHO
PT-0100,HE11
PT-0100,GMMD
PT-0100,SS-0008
PT-0100,WATC
PT-0100,DRRD
PT-0100,VTPO
PT-0100,FDNS
PT-0100,UAFO
PT-0100,DRZN
PT-0100,ZW-0021
PT-0100,GLCP
PT-0100,MR-0004
PT-0100,FDBT
PT-0100,KE-6123
PT-0100,ENBM
PT-0100,TJ-0008
PT-0100,JP-2079
PT-0100,EVKA
PT-0100,FMEP
RU-0011,PL-0199
RU-0011,OKAJ
RU-0011,HRYN
RU-0011,PT-0100
RU-0011,GLRB
RU-0011,TZ-0034
RU-0011,LQLV
RU-0011,SI-0013
RU-0011,PT-0070
RU-0011,PL-0022
RU-0011,NE-0004
RU-0011,ID-KCI
RU-0011,VTPO
RU-0011,NFMO
RU-0011,VLXK
RU-0011,SPPO
RU-0011,VRMO
RU-0011,WSSS
RU-0011,PL-0031
RU-0011,FTTG
RU-0011,VDSY
RU-0011,ELUS
RU-0011,GLBU
RU-0011,VRMH
RU-0011,DBBD
RU-0011,DRZI
RU-0011,SR-0007
RU-0011,PL-0165
RU-0011,TJ-0001
RU-0011,NVSD
RU-0011,HSGO
RU-0011,Z19M
RU-0011,SS-0003
RU-0011,GMFO
RU-0011,PT-0116
RU-0011,LIPV
RU-0011,UG-0016
RU-0011,RU-0541
RU-0011,MV-0002
RU-0011,ZW-0007
RU-0011,HE11
RU-0011,SMPA
GLCP,NFTP
GLCP,EPRZ
GLCP,KG-0001
GLCP,NO-0092
GLCP,DBBN
GLCP,GMMZ
GLCP,IT-0237
GLCP,AGGL
GLCP,JP-3302
GLCP,GMFO
GLCP,HUKJ
GLCP,UABA
GLCP,KE-6123
GLCP,LJPZ
GLCP,OY74
GLCP,SMVO
GLCP,JO-0009
GLCP,SMPA
GLCP,DNKN
GLCP,DNYO
GLCP,VGSY
GLCP,SD-0004
GLCP,HESC
GLCP,NFTF
GLCP,MR-0009
GLCP,MV-0010
GLCP,SG-0003
GLCP,GMFM
GLCP,Z19M
GLCP,FSSD
GLCP,RU-0593
GLCP,VGCB
GLCP,PT-0100
GLCP,WAOM
GLCP,VDKH
GLCP,DBBS
GLCP,FDKB
GLCP,HL66
GLCP,WPEC
GLCP,AGAT
GLCP,SS-0028
TZ-0054,PL-0031
TZ-0054,LQMO
TZ-0054,GGBU
TZ-0054,TD-0001
TZ-0054,LSZD
TZ-0054,WSAG
TZ-0054,NFTF
TZ-0054,NFKD
TZ-0054,FDBT
TZ-0054,UTDL
TZ-0054,NVVF
TZ-0054,UG-0016
TZ-0054,TJ-0008
TZ-0054,DRRU
TZ-0054,TZ-0034
TZ-0054,NVSP
TZ-0054,VLLN
TZ-0054,LSZO
TZ-0054,BYL
TZ-0054,LSZN
TZ-0054,UG-0008
TZ-0054,UB18
TZ-0054,DNKN
TZ-0054,IN-0107
TZ-0054,SPTI
TZ-0054,SI-0019
TZ-0054,FVKZ
TZ-0054,RU-0541
TZ-0054,HRYN
TZ-0054,FMZJ
TZ-0054,NLWW
TZ-0054,JP-1995
TZ-0054,GLVA
TZ-0054,HHAG
TZ-0054,RVC
TZ-0054,GVMT
TZ-0054,ID-0001
TZ-0054,MV-0010
TZ-0054,TH-0032
SPHI,SMCT
SPHI,JP-2079
SPHI,HKMS
SPHI,SPTI
SPHI,NLWF
SPHI,TH-0015
SPHI,VDKK
SPHI,SD-0004
SPHI,BD-0024
SPHI,FDSM
SPHI,OYZM
SPHI,SD-0015
SPHI,PT-0116
SPHI,HEEM
SPHI,SG-0003
SPHI,SPPO
SPHI,OYTZ
SPHI,FSSD
SPHI,FTTN
SPHI,LU-0002
SPHI,PE-0027
SPHI,HEAZ
SPHI,LQMO
SPHI,BVR
SPHI,LA-0006
SPHI,PT-0070
SPHI,SMVO
SPHI,HRZA
SPHI,FDNS
SPHI,UB14
SPHI,HSGF
SPHI,JP-2089
SPHI,LIDA
TZ-0056,SD-0015
TZ-0056,AGBA
TZ-0056,VRMO
TZ-0056,IT-0478
TZ-0056,FDST
TZ-0056,TD-0002
TZ-0056,SMCT
TZ-0056,ELLX
TZ-0056,ER-0004
TZ-0056,TJ-0008
TZ-0056,RJTH
TZ-0056,NFTF
TZ-0056,KE-0184
TZ-0056,PL-0178
TZ-0056,PL-0165
TZ-0056,NVSE
TZ-0056,RU-0541
TZ-0056,RE-0002
TZ-0056,WSAG
TZ-0056,VGTJ
TZ-0056,GMFM
TZ-0056,VI20
TZ-0056,KG-0015
TZ-0056,DBBO
TZ-0056,GQNM
TZ-0056,SMPA
TZ-0056,KG-0012
HE31,PT-0095
HE31,ENBM
HE31,KH-0003
HE31,NG-0007
HE31,RU-0541
HE31,LIDA
HE31,ID-0246
HE31,HUEN
HE31,SMOL
HE31,OKBK
HE31,OJMS
HE31,HLZU
HE31,VLOS
HE31,TJ-0003
HE31,ID-KCI
HE31,KG-0012
HE31,JO-0004
HE31,HSKI
HE31,RU-0407
HE31,TJ-UT46
HE31,ZW-0054
HE31,VREI
HE31,BJ-0001
HE31,LY-0003
HE31,IR-0010
HE31,AGRC
HE31,LR-0001
HE31,LV-0054
HE31,TH-0042
HE31,SPCC
HE31,HRZA
GQNC,NFTV
GQNC,EPGI
GQNC,VRMV
GQNC,LQGL
GQNC,FSSC
GQNC,DNBB
GQNC,LV-0013
GQNC,OIKJ
GQNC,SG-0003
GQNC,MR-0003
GQNC,ENSA
GQNC,ENTC
GQNC,SPSA
GQNC,TZ-0122
GQNC,OIBI
GQNC,HUKC
GQNC,LR-0001
GQNC,SMVO
GQNC,VLSK
GQNC,RVC
GQNC,UEGT
GQNC,HLTQ
GQNC,KG-0030
GQNC,TH-0042
GQNC,NVSR
GQNC,NG-0006
GQNC,DNKN
GQNC,EVKA
GQNC,HHAS
GQNC,RW-0002
GQNC,DBBC
GQNC,YPXM
GQNC,TJ-0001
GQNC,GQNM
JO-0015,LQCO
JO-0015,DRRD
JO-0015,SPOA
JO-0015,OISJ
JO-0015,IT-0565
JO-0015,SI-0014
JO-0015,FR-0314
JO-0015,ER-0003
JO-0015,GLMR
JO-0015,VRAH
JO-0015,VLOS
JO-0015,AGKW
JO-0015,AZ-0013
JO-0015,VTPO
JO-0015,ER-0001
JO-0015,PT-0137
JO-0015,EVTA
JO-0015,HL64
JO-0015,TD-0005
JO-0015,LPHR
JO-0015,RJTH
JO-0015,LJNM
JO-0015,IR-0043
JO-0015,GGBU
JO-0015,LV-0032
JO-0015,NFNA
JO-0015,HRYI
JO-0015,LA-0003
JO-0015,VGCB
JO-0015,PL-0165
JO-0015,HRYO
JO-0015,VGZR
JO-0015,TZ-0084
JO-0015,HEOC
GQPF,UAFW
GQPF,SI-0019
GQPF,RU-0407
GQPF,ELLX
GQPF,LQCO
GQPF,BJ-0001
GQPF,SS-0003
GQPF,HSSK
GQPF,GVNP
GQPF,LT-0012
GQPF,NG-0006
GQPF,WAHI
GQPF,VGZR
GQPF,GQNO
GQPF,SD-0004
GQPF,NFKB
GQPF,DRRU
GQPF,AZ-0009
GQPF,LQMO
GQPF,VDKH
GQPF,DNIL
GQPF,WSSS
GQPF,TD-0010
GQPF,BD-0022
GQPF,SS-0028
GQPF,OYSN
GQPF,BPF
GQPF,IN-0054
GQPF,SI-0025
GQPF,NFNU
GQPF,FJ-0004
GQPF,DNBB
GQPF,AZ-0018
GQPF,VDSY
OYHD,IT-0478
OYHD,FSSC
OYHD,KE-LBK
OYHD,OYTZ
OYHD,OKAJ
OYHD,DNYO
OYHD,IT-0312
OYHD,HSSW
OYHD,ER-0001
OYHD,GVAC
OYHD,IN-0067
OYHD,PT-0136
OYHD,SG-0002
OYHD,WSAG
OYHD,LA-0006
OYHD,DBBR
OYHD,FSIA
OYHD,Z19M
OYHD,LQLV
OYHD,AGBA
OYHD,VREI
OYHD,KG-0043
OYHD,JO-0007
OYHD,TPT
OYHD,SI-0025
OYHD,NO-0001
OYHD,VLHS
OYHD,IR-0010
JP-2089,HRYI
JP-2089,GVSN
JP-2089,UTDL
JP-2089,SPHO
JP-2089,GVAC
JP-2089,HLLQ
JP-2089,LV-1288
JP-2089,DBBN
JP-2089,ZW-0032
JP-2089,HLZU
JP-2089,LV-0013
