from,to
RU-0367,EEHA
RU-0367,LT-0018
RU-0367,IE-0056
LSTA,EIIH
LSTA,LOAN
LSTA,ES-0084
LSTA,EE-7685
LSTA,LOKW
LSTA,LHDV
LSTA,UHQO
LSTA,EYVP
LSTA,NO-0084
LSTA,RU-0475
LSTA,IM-0003
LSTA,LPHR
LSTA,LEMP
LSTA,EETA
LSTA,LSXV
LSTA,LOWZ
LSTA,LSZO
LSTA,LSPF
LE83,LOKW
LE83,LHMC
LE83,HU-0043
LE83,NO-0017
LE83,LSMD
LE83,IM-0006
LE83,PT-0112
LE83,EERI
LE83,EYPN
LE83,ENSA
LE83,PT-0100
LE83,LSPF
LE83,UHQO
LE83,IE-0029
LE83,ENBM
LE83,NO-0073
LE83,EELU
LE83,PT-0139
LE83,LEAL
LE83,ENEV
LE83,ES-0099
LE83,ES-0084
LE83,ENHD
LE83,EIDL
LE83,NO-0096
LE83,UNAA
LE83,IE-0004
LE83,LSPK
ES-0051,RU-0456
ES-0051,EGNS
ES-0051,NO-0084
ES-0051,LHGM
ES-0051,LOWS
ES-0051,HU-0028
ES-0051,RU-0381
ES-0051,EETA
ES-0051,LOKW
ES-0051,LT-0025
ES-0051,IE-0041
ES-0051,LSZY
ES-0051,RU-0501
ES-0051,IE-0018
ES-0051,PT-0070
ES-0051,EE-0010
ES-0051,PT-0076
ES-0051,LSPK
ES-0051,EYPI
ES-0051,RU-0212
ES-0051,LOGP
ES-0051,LPPS
ES-0294,EEVU
ES-0294,EE-0004
ES-0294,EE-7685
ES-0294,NO-0084
ES-0294,IE-0056
ES-0294,DE-0354
ES-0294,RU-0728
ES-0294,EYVI
ES-0294,RU-0690
ES-0294,ES-0045
ES-0294,PT-0139
ES-0294,EYKL
ES-0294,ES-0097
ES-0294,ES-0149
ES-0294,EYPI
NO-0092,EETA
NO-0092,EEKI
NO-0092,EE-0006
NO-0092,IE-0004
NO-0092,RU-0501
NO-0092,PT-0070
NO-0092,EEHA
NO-0092,EIWT
NO-0092,ENEV
NO-0092,LT-0014
NO-0092,RU-0728
NO-0092,EIBR
NO-0092,ENTC
NO-0092,RU-0475
NO-0092,ES-0184
NO-0092,NO-0096
NO-0092,LHDV
NO-0092,LOWL
NO-0092,ENTS
NO-0092,IE-0041
NO-0092,NO-0042
NO-0092,EEAA
NO-0092,NO-0017
EYSB,EGNS
EYSB,PT-0136
EYSB,LSZC
EYSB,NO-0096
EYSB,EYMO
EYSB,PT-0054
EYSB,LT-0015
EYSB,EIDL
EYSB,ENBM
EYSB,HU-0031
EYSB,UHQO
EYSB,LEAL
EYSB,AD-0002
EYSB,LSGE
EYSB,HU-0028
EYSB,LT-0031
EYSB,RU-0076
EYSB,PT-0137
EYSB,EIWT
EYSB,LOKW
EYSB,LT-0009
EYSB,RU-0242
EYSB,DE-0354
EYSB,EICD
EICD,LSPO
EICD,PT-0067
EICD,LPHR
EICD,RU-0320
EICD,EIBB
EICD,IE-0065
EICD,HU-0028
EICD,ENBM
EICD,LHVE
EICD,EEJI
EICD,LOWW
EICD,ES-0097
EICD,EIIH
EICD,LERS
EICD,X-VIE
EICD,ES-0014
EICD,LSXV
EICD,RU-0367
EICD,LHSY
EICD,LSPF
EICD,RU-4244
EICD,EYSB
NO-0096,IE-0056
NO-0096,LOKM
NO-0096,LOIA
NO-0096,PT-0070
NO-0096,ENKJ
NO-0096,IE-0068
NO-0096,LOGW
NO-0096,EYSB
NO-0096,LSGG
NO-0096,RU-2824
NO-0096,NO-0061
NO-0096,RU-0728
NO-0096,HU-0023
NO-0096,ES-0269
NO-0096,LOGP
NO-0096,NO-0092
NO-0096,LOAN
NO-0096,ENSA
NO-0096,IE-0015
NO-0096,LOLW
NO-0096,ENTS
NO-0096,LE83
NO-0096,PT-0067
UHAW,LOWG
UHAW,EETA
UHAW,IE-0053
UHAW,IM-0003
UHAW,LSZY
UHAW,LOWI
UHAW,LOLK
UHAW,EIDL
UHAW,ENTS
UHAW,RU-0728
UHAW,LT-0018
UHAW,LSZN
UHAW,PT-0130
UHAW,ES-0161
UHAW,EYVP
UHAW,LHVE
UHAW,EE-7685
UHAW,LT-0009
UHAW,PT-0112
UHAW,IE-0015
UHAW,IM-0001
UHAW,IE-0041
UHAW,NO-0084
UHAW,RU-0242
UHAW,LOGP
PT-0100,IE-0065
PT-0100,LHZA
PT-0100,PT-0116
PT-0100,RU-0212
PT-0100,LE83
PT-0100,ENSA
PT-0100,ES-0161
PT-0100,ENTC
PT-0100,NO-0042
PT-0100,IM-0002
PT-0100,UHPU
PT-0100,LT-0015
PT-0100,PT-0111
PT-0100,EEHA
PT-0100,LSPO
PT-0100,EYMO
PT-0100,IE-0041
PT-0100,RU-0320
PT-0100,EYPI
PT-0100,LSPK
PT-0100,IM-0006
PT-0100,LEMP
PT-0100,NO-0046
PT-0100,LT-0019
PT-0100,IE-0053
PT-0100,LHKH
PT-0100,PT-0139
LHMC,LE83
LHMC,EERU
LHMC,LPBJ
LHMC,NO-0008
LHMC,AT-0024
LHMC,ES-0099
LHMC,LSMD
LHMC,ENTS
LHMC,EERI
LHMC,LT-0027
LHMC,LOLK
LHMC,EE-0008
LHMC,AD-0002
LHMC,PT-0116
LHMC,PT-0139
LHMC,UNAA
LHMC,LPSC
LHMC,LSZC
LHMC,LT-0015
LHMC,PT-0017
LHMC,HU-0028
LHMC,LSZY
LHMC,RU-0212
ES-0184,LHDV
ES-0184,EE-4931
ES-0184,EYVI
ES-0184,LHZA
ES-0184,EEHA
ES-0184,AT-0024
ES-0184,LT-0018
ES-0184,PT-0032
ES-0184,RU-0501
ES-0184,PT-0112
ES-0184,EEJI
ES-0184,NO-0092
ES-0184,LOLK
ES-0184,EIDL
ES-0184,LOWL
ES-0184,LOWZ
ES-0184,HU-0047
ES-0184,EYPI
ES-0184,ES-0129
ES-0184,HU-0031
ES-0269,LOWW
ES-0269,ES-0129
ES-0269,AD-0002
ES-0269,RU-0212
ES-0269,LSZP
ES-0269,HU-0046
ES-0269,LT-0027
ES-0269,UHWT
ES-0269,ENBM
ES-0269,LSGG
ES-0269,PT-0017
ES-0269,NO-0096
ES-0269,LT-0015
ES-0269,RU-0076
ES-0269,LERS
ES-0269,HU-0043
ES-0269,LOIJ
ES-0269,ENKJ
ES-0269,EGNS
ES-0269,LSPM
ES-0269,EYVP
ES-0269,EYTL
ES-0269,PT-0095
ES-0269,NO-0008
ES-0269,EETA
ES-0269,LOIA
ES-0149,HU-0015
ES-0149,LHDV
ES-0149,EYKR
ES-0149,LOGP
ES-0149,LT-0009
ES-0149,HU-0044
ES-0149,PT-0095
ES-0149,RU-0367
ES-0149,IE-0054
ES-0149,LHSN
ES-0149,LT-0025
ES-0149,LSZD
ES-0149,LT-0031
ES-0149,UNAA
ES-0149,NO-0017
ES-0149,IE-0029
ES-0149,EYTL
ES-0149,LPHR
ES-0149,ES-0294
LHOY,LSPF
LHOY,HU-0015
LHOY,LOWS
LHOY,ENTC
LHOY,LXGB
LHOY,RU-0320
LHOY,LHSY
LHOY,LSGS
LHOY,LT-0002
LHOY,EYKR
LHOY,EEKI
LHOY,ENHV
LHOY,HU-0043
LHOY,NO-0001
LHOY,ENTS
LHOY,LSZO
LHOY,HU-0044
LHOY,IE-0065
EYVI,EE-7685
EYVI,EELU
EYVI,ES-0184
EYVI,IE-0053
EYVI,EIWT
EYVI,HU-0028
EYVI,AD-0002
EYVI,RU-4244
EYVI,IE-0018
EYVI,LEAL
EYVI,IE-0011
EYVI,UNAA
EYVI,PT-0067
EYVI,IM-0004
EYVI,LSME
EYVI,LELH
EYVI,ES-0294
EYVI,EYPI
EYVI,RU-0456
EYVI,UHPU
EYVI,EETA
ULMA,LPSC
ULMA,NO-0046
ULMA,LOWG
ULMA,LOKM
ULMA,UNAA
ULMA,EE-4931
ULMA,EEEI
ULMA,LHZA
ULMA,ES-0084
ULMA,ENEV
ULMA,LT-0026
ULMA,EYTL
ULMA,EEAA
ULMA,IM-0003
ULMA,EELU
ULMA,AT-0024
EYVP,ES-0251
EYVP,ENKJ
EYVP,LSZT
EYVP,NO-0008
EYVP,LOWL
EYVP,HU-0043
EYVP,PT-0136
EYVP,LSTA
EYVP,NO-0073
EYVP,UGMS
EYVP,IE-0056
EYVP,UHAW
EYVP,ES-0269
EYVP,AD-0002
EYVP,ENTC
EYVP,EYPN
EYVP,LT-9517
EYVP,LOWW
UNAA,EE-0003
UNAA,EEVU
UNAA,PT-0112
UNAA,LOWW
UNAA,LSGG
UNAA,LHZA
UNAA,IE-0070
UNAA,PT-0137
UNAA,PT-0095
UNAA,LT-0014
UNAA,EE-0004
UNAA,LPHR
UNAA,ULMA
UNAA,EYKR
UNAA,LSPO
UNAA,LT-0019
UNAA,LSZG
UNAA,EYPI
UNAA,EEHA
UNAA,LHMC
UNAA,EYVI
UNAA,X-VIE
UNAA,NO-0084
UNAA,ES-0149
UNAA,IE-0056
UNAA,EEAA
UNAA,ES-0129
UNAA,HU-0023
UNAA,ENHD
UNAA,LE83
UNAA,EEKI
LOLK,LOLW
LOLK,LOGP
LOLK,NO-0103
LOLK,LSPM
LOLK,PT-0076
LOLK,LHMC
LOLK,RU-0456
LOLK,UHAW
LOLK,LT-0031
LOLK,EE-7685
LOLK,NO-0017
LOLK,RU-0367
LOLK,ES-0184
LOLK,LOKW
LOLK,NO-0001
LOLK,ENHV
LOLK,LOWI
LOLK,EERI
LOLK,HU-0043
LOLK,PT-0139
LOLK,ENKJ
LOLK,EE-0009
AD-0002,LT-9517
AD-0002,HU-0005
AD-0002,HU-0044
AD-0002,ES-0269
AD-0002,PT-0067
AD-0002,LHZA
AD-0002,LSGE
AD-0002,EIDL
AD-0002,EYVI
AD-0002,LHMC
AD-0002,RU-0212
AD-0002,LSXV
AD-0002,LPBJ
AD-0002,LOWI
AD-0002,RU-0501
AD-0002,EYPN
AD-0002,LOWL
AD-0002,PT-0113
AD-0002,HU-0028
AD-0002,EYKL
AD-0002,LSZC
AD-0002,EYSB
AD-0002,IE-0015
AD-0002,LSPM
AD-0002,LSPO
AD-0002,EYVP
AD-0002,LOIA
AD-0002,IE-0011
AD-0002,NO-0061
AD-0002,LOAV
AD-0002,LOKW
AD-0002,NO-0042
AD-0002,NO-0103
LOLW,NO-0061
LOLW,LOLK
LOLW,LSMD
LOLW,HU-0043
LOLW,EE-0006
LOLW,HU-0023
LOLW,EEVI
LOLW,LPPS
LOLW,LOGW
LOLW,EYPN
LOLW,LHKH
LOLW,LSPF
LOLW,AT-0024
LOLW,NO-0096
LOLW,RU-0242
LOLW,ES-0161
LOLW,LOWG
LOLW,LHVE
LOLW,LSME
LOLW,IE-0068
LOLW,IE-0004
LOLU,LSME
LOLU,RU-0456
LOLU,EEAA
LOLU,NO-0046
LOLU,LOWW
LOLU,NO-0001
LOLU,EIBR
LOLU,NO-0073
LOLU,IE-0070
LOLU,AT-0024
LOLU,LSMD
LOLU,ENBM
LOLU,RU-0690
LOLU,LSZC
LOLU,LHHO
LOLU,EYMO
LOLU,RU-0320
LOLU,LXGB
LOLU,LSZT
LOLU,EE-7685
LOLU,EE-0009
LOLU,RU-0728
LOLU,LSGG
RU-0475,RU-0367
RU-0475,IE-0011
RU-0475,LSPO
RU-0475,NO-0046
RU-0475,UHQO
RU-0475,PT-0139
RU-0475,EYMO
RU-0475,PT-0116
RU-0475,HU-0005
RU-0475,LT-0025
RU-0475,EEAA
RU-0475,LT-0002
RU-0475,LSTA
RU-0475,NO-0092
RU-0475,IE-0070
RU-0475,ES-0099
RU-0475,EIIH
RU-0475,LT-0018
RU-0475,ES-0129
RU-0475,EEEI
RU-0475,LSPM
RU-0475,RU-4244
RU-0475,LSMD
RU-0475,UGMS
RU-0475,IE-0018
ES-0161,LSMD
ES-0161,HU-0047
ES-0161,LXGB
ES-0161,X-VIE
ES-0161,LESB
ES-0161,LT-0014
ES-0161,PT-0111
ES-0161,PT-0100
ES-0161,EELU
ES-0161,NO-0046
ES-0161,LHKH
ES-0161,UHAW
ES-0161,LOLW
ES-0161,EE-7685
ES-0161,IE-0053
ES-0161,LHGM
LSGG,PT-0095
LSGG,RU-0242
LSGG,UNAA
LSGG,PT-0112
LSGG,NO-0096
LSGG,LT-0025
LSGG,LSZD
LSGG,LXGB
LSGG,RU-0367
LSGG,ES-0269
LSGG,LHKH
LSGG,LSME
LSGG,EIBB
LSGG,ES-0084
LSGG,ENHV
LSGG,EEKI
LSGG,EYPI
LSGG,IE-0011
LSGG,EEVI
LSGG,EEJI
LSGG,PT-0070
LSGG,LOLU
LSGG,EIIH
LSGE,LELH
LSGE,IE-0056
LSGE,LPHR
LSGE,HU-0023
LSGE,PT-0137
LSGE,LPBJ
LSGE,AD-0002
LSGE,EYKL
LSGE,IM-0001
LSGE,IM-0004
LSGE,NO-0017
LSGE,ENHV
LSGE,NO-0008
LSGE,LSZT
LSGE,LOGP
LSGE,EETA
LSGE,ENTS
LSGE,LSGS
LSGE,EE-0008
LSGE,EYSB
LSGE,RU-0501
LSGE,LT-0018
LSGE,EIBB
LSGE,PT-0076
LSGE,IE-0041
LSGE,LSZG
LSGE,LHGM
LSGE,LSZD
LSGE,LHZA
LSGE,EEVI
LSGE,LOWI
LSGE,HU-0046
NO-0046,ULMA
NO-0046,EYTL
NO-0046,LOLU
NO-0046,RU-0475
NO-0046,PT-0116
NO-0046,LSGS
NO-0046,LXGB
NO-0046,LECT
NO-0046,LT-0027
NO-0046,ES-0161
NO-0046,NO-0073
NO-0046,RU-4244
NO-0046,EE-0009
NO-0046,LHSN
NO-0046,EERU
NO-0046,EEVU
NO-0046,LEAL
NO-0046,ES-0084
NO-0046,IE-0029
NO-0046,LOAV
NO-0046,IE-0004
NO-0046,PT-0100
NO-0046,PT-0136
NO-0046,LSXV
NO-0046,RU-0242
NO-0046,LPSC
RU-0728,ENTS
RU-0728,IM-0004
RU-0728,RU-0381
RU-0728,UHQO
RU-0728,NO-0096
RU-0728,LPBJ
RU-0728,EEAA
RU-0728,LSPO
RU-0728,NO-0092
RU-0728,LESB
RU-0728,NO-0001
RU-0728,UHAW
RU-0728,LSZH
RU-0728,ES-0294
RU-0728,LHGM
RU-0728,LOLU
RU-0728,EETA
NO-0042,LT-0025
NO-0042,LSZO
NO-0042,EGNS
NO-0042,PT-0100
NO-0042,LEAL
NO-0042,LHSY
NO-0042,HU-0047
NO-0042,ENHD
NO-0042,NO-0092
NO-0042,AD-0002
LSGS,LSPM
LSGS,EE-0009
LSGS,ENTS
LSGS,NO-0046
LSGS,EE-7685
LSGS,LELH
LSGS,LSZH
LSGS,EEVI
LSGS,LHOY
LSGS,LSGE
LSGS,HU-0005
LSGS,LT-0031
LSGS,LT-0019
LSGS,IE-0015
IM-0003,UHQO
IM-0003,LPBJ
IM-0003,EELU
IM-0003,LPHR
IM-0003,EE-0009
IM-0003,IM-0002
IM-0003,UHAW
IM-0003,HU-0023
IM-0003,LT-0019
IM-0003,LSPO
IM-0003,IE-0030
IM-0003,ES-0251
IM-0003,IE-0015
IM-0003,HU-0028
IM-0003,HU-0015
IM-0003,ENTS
IM-0003,ES-0084
IM-0003,LHZA
IM-0003,ENEV
IM-0003,LSTA
IM-0003,RU-0320
IM-0003,IM-0006
IM-0003,ULMA
IM-0003,LXGB
IM-0003,PT-0032
IM-0004,RU-0728
IM-0004,EIBR
IM-0004,EIWT
IM-0004,LEMP
IM-0004,EE-0003
IM-0004,PT-0070
IM-0004,LSPO
IM-0004,LHSN
IM-0004,NO-0103
IM-0004,LSGE
IM-0004,HU-0043
IM-0004,PT-0113
IM-0004,NO-0061
IM-0004,EIDL
IM-0004,LOGP
IM-0004,EYVI
IM-0004,LT-0002
IM-0004,ENKJ
IM-0004,LHKH
IM-0004,LOAV
IM-0004,IM-0002
IM-0004,PT-0076
IM-0006,RU-4244
IM-0006,LT-0025
IM-0006,LE83
IM-0006,EEHA
IM-0006,LSZG
IM-0006,LOWG
IM-0006,EEKI
IM-0006,IE-0011
IM-0006,EIBB
IM-0006,EIBR
IM-0006,PT-0112
IM-0006,IM-0003
IM-0006,IE-0053
IM-0006,PT-0100
IM-0006,X-VIE
ENBM,LT-0015
ENBM,NO-0061
ENBM,EE-0009
ENBM,LSPM
ENBM,LSME
ENBM,RU-0242
ENBM,ES-0269
ENBM,LE83
ENBM,EELU
ENBM,LOLU
ENBM,EICD
ENBM,EYSB
ENBM,LOKM
ENBM,EIBR
ENBM,LOWS
ENBM,DE-0354
ENBM,LEAL
ENBM,PT-0116
LELH,LT-0002
LELH,LSGE
LELH,NO-0008
LELH,LT-0018
LELH,LSZO
LELH,EEAA
LELH,HU-0031
LELH,EEJI
LELH,IE-0070
LELH,LSGS
LELH,PT-0076
LELH,LOKW
LELH,RU-0367
LELH,NO-0103
LELH,EYVI
LELH,LSME
LELH,IE-0056
LELH,ES-0129
LELH,RU-0076
LELH,LT-0015
LELH,RU-0183
LELH,LOWI
IM-0001,EEEI
IM-0001,NO-0084
IM-0001,ES-0084
IM-0001,ENTC
IM-0001,IE-0018
IM-0001,LSGE
IM-0001,UGMS
IM-0001,UHPU
IM-0001,EEAA
IM-0001,IE-0054
IM-0001,EE-4931
IM-0001,LHDV
IM-0001,LPPS
IM-0001,EE-0008
IM-0001,LERS
IM-0001,IE-0070
IM-0001,UHAW
IM-0001,LEMP
IM-0002,ENSA
IM-0002,HU-0031
IM-0002,IM-0003
IM-0002,LHBA
IM-0002,LSZT
IM-0002,IE-0015
IM-0002,PT-0112
IM-0002,LSZH
IM-0002,PT-0100
IM-0002,HU-0044
IM-0002,DE-0354
IM-0002,PT-0116
IM-0002,IM-0004
IM-0002,LT-0018
ENSA,EIDL
ENSA,IM-0002
ENSA,LSZO
ENSA,RU-0242
ENSA,LHVE
ENSA,NO-0103
ENSA,LE83
ENSA,PT-0100
ENSA,RU-4244
ENSA,LPSC
ENSA,RU-0212
ENSA,RU-0456
ENSA,LT-0027
ENSA,IE-0054
ENSA,NO-0096
ENSA,EYKL
ENSA,LECT
ENSA,HU-0015
ENSA,LOWZ
UHWT,EIWT
UHWT,LEAL
UHWT,LOIA
UHWT,NO-0001
UHWT,ES-0269
UHWT,IE-0041
UHWT,LSZD
UHWT,LOGP
UHWT,LHSY
UHWT,LT-0031
UHWT,NO-0008
UHWT,LSZO
UHWT,LT-0015
UHWT,IE-0070
LHBA,NO-0001
LHBA,UHQO
LHBA,ES-0045
LHBA,IM-0002
LHBA,HU-0028
LHBA,LT-0009
LHBA,EERI
LHBA,HU-0043
LHBA,EEVI
LHBA,ES-0099
LHBA,PT-0113
LHBA,NO-0073
LHBA,LEAL
LHBA,PT-0139
LHBA,IE-0054
LHBA,RU-0501
HU-0005,AD-0002
HU-0005,LHSN
HU-0005,LT-0009
HU-0005,PT-0095
HU-0005,EE-7685
HU-0005,RU-0475
HU-0005,RU-0076
HU-0005,EGNS
HU-0005,LSGS
HU-0005,LESB
HU-0005,PT-0032
HU-0005,LSZT
HU-0005,LSPK
ES-0097,IE-0018
ES-0097,RU-0381
ES-0097,EERE
ES-0097,EYPI
ES-0097,LSME
ES-0097,LPPS
ES-0097,EGNS
ES-0097,LSZD
ES-0097,PT-0032
ES-0097,LERS
ES-0097,PT-0076
ES-0097,EIWT
ES-0097,EICD
ES-0097,LT-0031
ES-0097,LOAV
ES-0097,NO-0008
ES-0097,ES-0294
ES-0097,EEEI
ES-0099,EYPN
ES-0099,IE-0070
ES-0099,EGJJ
ES-0099,ES-0045
ES-0099,RU-0242
ES-0099,IE-0011
ES-0099,LHZA
ES-0099,LHMC
ES-0099,HU-0023
ES-0099,LSPM
ES-0099,LOAN
ES-0099,PT-0111
ES-0099,LHBA
ES-0099,RU-4244
ES-0099,LSPO
ES-0099,ES-0014
ES-0099,LPPS
ES-0099,LHVE
ES-0099,LE83
ES-0099,RU-0475
ES-0099,LSZH
ES-0099,LT-0026
PT-0095,EIME
PT-0095,LSGG
PT-0095,RU-0212
PT-0095,LPPS
PT-0095,EE-0004
PT-0095,UNAA
PT-0095,IE-0004
PT-0095,ES-0149
PT-0095,LSPK
PT-0095,HU-0005
PT-0095,LSZN
PT-0095,RU-0183
PT-0095,UHQO
PT-0095,PT-0136
PT-0095,IE-0068
PT-0095,LERS
PT-0095,X-VIE
PT-0095,HU-0015
PT-0095,IE-0054
PT-0095,IE-0065
PT-0095,ES-0269
PT-0095,LSXV
PT-0095,EYTL
EIWT,EYTL
EIWT,UHWT
EIWT,IM-0004
EIWT,EYVI
EIWT,NO-0092
EIWT,LHDV
EIWT,EGNS
EIWT,LT-0027
EIWT,PT-0112
EIWT,LOWZ
EIWT,ES-0097
EIWT,PT-0070
EIWT,IE-0011
EIWT,LPPS
EIWT,LT-0025
EIWT,LEAL
EIWT,EYSB
EIWT,ES-0251
EIWT,LHZA
EIWT,EGJJ
EIWT,LSZO
EIWT,EYPN
EIWT,EEVU
EIWT,LT-0009
LPPS,LECT
LPPS,LT-0018
LPPS,EYTL
LPPS,LOGW
LPPS,PT-0095
LPPS,LOLW
LPPS,ES-0097
LPPS,ES-0251
LPPS,LOWG
LPPS,IM-0001
LPPS,ES-0099
LPPS,RU-0320
LPPS,EIWT
LPPS,EE-0004
LPPS,IE-0041
LPPS,LSMD
LPPS,EE-0009
LPPS,EE-4931
LPPS,LHKH
LPPS,LHHO
LPPS,EGJJ
LPPS,EE-0010
LPPS,ES-0051
LPPS,LOWL
LPPS,EIBR
HU-0015,LHOY
HU-0015,ES-0149
HU-0015,HU-0023
HU-0015,LOAV
HU-0015,HU-0047
HU-0015,EYKR
HU-0015,LT-0027
HU-0015,IM-0003
HU-0015,LOKM
HU-0015,RU-0076
HU-0015,EERI
HU-0015,EIBB
HU-0015,LOIJ
HU-0015,PT-0095
HU-0015,LSPF
HU-0015,IE-0053
HU-0015,PT-0111
HU-0015,EE-0004
HU-0015,ENSA
LHSY,LSZP
LHSY,LOIA
LHSY,EE-7685
LHSY,LT-0014
LHSY,NO-0001
LHSY,LSZT
LHSY,NO-0042
LHSY,EEVI
LHSY,EE-4931
LHSY,EYPN
LHSY,PT-0113
LHSY,HU-0028
LHSY,EEKI
LHSY,LHOY
LHSY,LOAN
LHSY,LXGB
LHSY,IE-0054
LHSY,IE-0015
LHSY,UHWT
LHSY,EIIH
LHSY,EICD
NO-0061,ENBM
NO-0061,LOLW
NO-0061,DE-0354
NO-0061,ENTC
NO-0061,NO-0096
NO-0061,LEMP
NO-0061,IM-0004
NO-0061,LT-0026
NO-0061,LXGB
NO-0061,LERS
NO-0061,LOIJ
NO-0061,HU-0031
NO-0061,PT-0137
NO-0061,AD-0002
EERU,LHMC
EERU,ENHD
EERU,ENHV
EERU,IE-0065
EERU,ES-0045
EERU,PT-0137
EERU,LOWW
EERU,RU-0690
EERU,LT-0026
EERU,NO-0008
EERU,PT-0076
EERU,EERI
EERU,IE-0068
EERU,LXGB
EERU,PT-0054
EERU,NO-0046
EERU,PT-0116
EERU,EE-0003
EERU,LOGW
EERU,IE-0056
ENTS,LT-0026
ENTS,RU-0728
ENTS,LESB
ENTS,LSGS
ENTS,UGMS
ENTS,LOWZ
ENTS,LHMC
ENTS,LT-0015
