from,to
CY-0007,VLSN
CY-0007,OLBA
CY-0007,VNSI
CY-0007,TL-0002
CY-0007,TW-0039
CY-0007,TW-0003
CY-0007,TW-0001
CY-0007,CN-0284
CY-0007,RCXY
CY-0007,WPFL
CY-0007,TW-0055
CY-0007,VYMW
CY-0007,LCPH
CY-0007,OMY
CY-0007,CN-0059
CY-0007,VRMU
CY-0007,UBBA
CY-0007,UGEJ
CY-0007,CY-0001
CY-0007,VNLD
CY-0007,LA-0004
CY-0007,ORKK
CY-0007,ZUBJ
CY-0007,VLPV
CY-0007,CN-0040
CY-0007,ORBD
CY-0007,VRMM
IQ-0051,AZ-0013
IQ-0051,LB-0007
IQ-0051,LLMZ
IQ-0051,IL-0012
IQ-0051,VYLS
IQ-0051,CN-0331
IQ-0051,VYPY
IQ-0051,OMY
IQ-0051,WPDB
IQ-0051,ORBD
IQ-0051,VLSV
IQ-0051,LA-0006
IQ-0051,VLLN
IQ-0051,TW-0039
IQ-0051,MV-0002
IQ-0051,UDLS
IQ-0051,IQ-0043
IQ-0051,CY-NIC
IQ-0051,TL-0002
IQ-0051,VDKC
IQ-0051,KH-0003
IQ-0051,AM-0009
IQ-0051,CY-0006
IQ-0051,VRDA
IQ-0051,LLMR
IQ-0051,VREI
IQ-0051,FND
IQ-0051,TW-0003
IQ-0051,TW-0032
IQ-0051,IQ-0032
IQ-0051,CY-0005
IQ-0051,TW-CMJ
VYTN,VNMG
VYTN,IL-0011
VYTN,VYLS
VYTN,TW-0055
VYTN,TW-0063
VYTN,CN-0283
VYTN,VLXL
VYTN,MV-0001
VYTN,TW-0003
VYTN,LLBS
VYTN,IL-0008
VYTN,CN-0019
VYTN,VLTK
VYTN,ORSH
VYTN,AM-0007
VYTN,KMT
VYTN,VNRB
VYTN,TW-0001
VYTN,LA-0003
VYTN,ORDD
VYTN,CY-0006
VYTN,WPFL
SY-0028,LCPH
SY-0028,WPFL
SY-0028,OLRA
SY-0028,LA-0005
SY-0028,IL-0004
SY-0028,AM-0007
SY-0028,VRMM
SY-0028,LA-0007
SY-0028,VNBW
SY-0028,AZ-0006
SY-0028,CN-0235
SY-0028,OLKA
SY-0028,ZSJD
SY-0028,VDSR
SY-0028,CY-0003
SY-0028,VREI
SY-0028,ORQW
SY-0028,TL-0001
SY-0028,UBBZ
SY-0028,VRMG
SY-0028,IQ-0035
SY-0028,LL1B
SY-0028,MV-0002
SY-0028,ID-KCI
SY-0028,VNDH
SY-0028,VYMW
SY-0028,VYMH
SY-0028,VYPK
SY-0028,FND
SY-0028,UGEJ
SY-0028,VLAP
SY-0028,ZBAD
SY-0028,VNDP
SY-0028,LLMG
SY-0028,LLTN
LLHA,VLSV
LLHA,CY-0079
LLHA,AZ-0004
LLHA,IQ-0032
LLHA,CY-0003
LLHA,KMT
LLHA,AZ-0006
LLHA,LLBO
LLHA,TW-CMJ
LLHA,VYLS
LLHA,WPDB
LLHA,AZ-0016
LLHA,TW-0032
LLHA,AZ-0009
LLHA,VYMK
LLHA,LCPH
LLHA,IQ-0016
LLHA,VLSK
LLHA,LCEN
LLHA,AZ-0012
ID-KCI,TW-0003
ID-KCI,VYTY
ID-KCI,VYMW
ID-KCI,AM-0003
ID-KCI,VRMO
ID-KCI,LB-0007
ID-KCI,AM-0001
ID-KCI,WPOC
ID-KCI,UGEJ
ID-KCI,IQ-0019
ID-KCI,TW-0001
ID-KCI,VNVT
ID-KCI,VRMH
ID-KCI,KH-0002
ID-KCI,AXF
ID-KCI,VNDP
ID-KCI,WPEC
ID-KCI,VNCG
ID-KCI,VNRB
ID-KCI,SY-0028
ID-KCI,VYMK
ID-KCI,TW-0055
ID-KCI,ZHHH
ID-KCI,IL-0008
ID-KCI,LLET
ID-KCI,RCLG
VYBG,MV-0010
VYBG,VRMH
VYBG,WPEC
VYBG,AZ-0001
VYBG,LB-0006
VYBG,LCLK
VYBG,VNRB
VYBG,VRMU
VYBG,YYA
VYBG,CY-0004
VYBG,CN-0186
VYBG,AZ-0012
VYBG,TW-0055
VYBG,AM-0005
VYBG,VDSV
VYBG,MV-0003
VYBG,ZUUU
VYBG,TW-0004
VYBG,VRMV
VYBG,CN-0134
VYBG,WPDL
VYBG,VYSA
VYBG,VDMK
VYBG,AZ-0018
VYBG,LCPH
VYBG,AM-0007
VYBG,CN-0283
VYBG,LL59
VYBG,VNLD
VYBG,ZUBJ
VYBG,TW-0006
VNMA,LCRA
VNMA,AZ-0018
VNMA,LB-0004
VNMA,CN-0359
VNMA,VNCG
VNMA,Z19O
VNMA,VNMN
VNMA,AZ-0016
VNMA,MV-0010
VNMA,VRAH
VNMA,LB-0006
VNMA,IQ-0035
VNMA,VRMO
VNMA,VYMH
VNMA,LLNV
VNMA,VNPK
VNMA,IL-0008
VNMA,TW-0063
VNMA,AM-0004
VNMA,VYPT
VNMA,CY-0001
VNMA,UDLS
VNMA,LB-0005
VNMA,IL-0006
VNMA,VYPE
FJDG,LLMZ
FJDG,ORSU
FJDG,OMY
FJDG,TW-0001
FJDG,MV-0011
FJDG,CY-0005
FJDG,CY-0070
FJDG,VRMU
FJDG,CN-0134
FJDG,LB-0008
FJDG,AZ-0004
FJDG,WPDL
FJDG,IL-0011
FJDG,VLSV
FJDG,UBEE
FJDG,VLXL
FJDG,TW-0063
FJDG,VLSN
FJDG,TW-0004
FJDG,KMT
VNLT,VLXL
VNLT,UDLS
VNLT,LLBS
VNLT,ORKK
VNLT,TW-0039
VNLT,VDSV
VNLT,RCKU
VNLT,AZ-0010
VNLT,CY-0070
VNLT,LLMG
VNLT,LLMR
VNLT,VYPK
VNLT,CN-0040
VNLT,VDKC
VNLT,AZ-0001
VNLT,UB14
VNLT,LB-0004
VNLT,WPEC
VNLT,CN-0059
VNLT,UDYZ
VNLT,IQ-0016
VNLT,LLEK
VNLT,AZ-0016
VNLT,VNTH
VNLT,VNMG
VNLT,ORAA
VLHS,LLMG
VLHS,VYLS
VLHS,VRMU
VLHS,ORTI
VLHS,UB14
VLHS,VNSI
VLHS,LA-0006
VLHS,TW-0006
VLHS,CN-0284
VLHS,VLAP
VLHS,LA-0004
VLHS,WPFL
VLHS,VDMK
VLHS,NP-0015
VLHS,RCMT
VLHS,YYA
VLHS,CN-0110
VLHS,LB-0005
UDLS,VNLT
UDLS,CY-0004
UDLS,AZ-0016
UDLS,UGEJ
UDLS,PCQ
UDLS,LLBS
UDLS,LCPH
UDLS,AZ-0018
UDLS,AM-0009
UDLS,VRMM
UDLS,CY-0041
UDLS,IQ-0051
UDLS,IQ-0019
UDLS,LA-0003
UDLS,CN-0134
UDLS,VNBW
UDLS,TW-0006
UDLS,VYLN
UDLS,UBBQ
UDLS,UBEE
UDLS,VNDP
UDLS,VNMA
UDLS,IQ-0029
LB-0004,ZBAD
LB-0004,CY-0044
LB-0004,WPEC
LB-0004,VLPV
LB-0004,VNMA
LB-0004,IL-0003
LB-0004,IL-0008
LB-0004,TW-0007
LB-0004,VYPU
LB-0004,PCQ
LB-0004,RCLG
LB-0004,VNRB
LB-0004,CN-0059
LB-0004,ORKK
LB-0004,VNLD
LB-0004,VYPY
LB-0004,VNLT
LB-0004,MV-0003
LB-0004,CY-0071
LB-0004,CY-0050
LB-0004,WPOC
LB-0004,WPMN
LB-0004,OMY
LB-0004,IQ-0005
VNMN,LCLK
VNMN,TW-0058
VNMN,IL-0008
VNMN,IL-0004
VNMN,VYMW
VNMN,CY-0002
VNMN,IQ-0035
VNMN,OMY
VNMN,ORBD
VNMN,VNDP
VNMN,AM-0007
VNMN,VNMA
VNMN,CY-0041
VNMN,AZ-0006
VNMN,AM-0006
VNMN,ZGLD
VNMN,TW-0007
VNMN,CY-0005
VNMN,LL59
VNMN,ORKK
VNMN,IL-0003
VNMN,TW-0063
VNMN,VNMG
VNMN,VRMU
VNMN,OLKA
VNMN,IQ-0005
VNMN,AM-0001
VNMN,AZ-0010
IQ-0043,LLEK
IQ-0043,AM-0005
IQ-0043,VDSA
IQ-0043,CN-0359
IQ-0043,VRDA
IQ-0043,RCNN
IQ-0043,VYPE
IQ-0043,VDKH
IQ-0043,CY-0071
IQ-0043,WPMN
IQ-0043,IQ-0016
IQ-0043,UBEE
IQ-0043,VYLN
IQ-0043,ORAA
IQ-0043,VDKT
IQ-0043,MV-0008
IQ-0043,IQ-0051
IQ-0043,VRMD
IQ-0043,VRMO
IQ-0043,VDRK
IQ-0043,RCLG
IQ-0043,UB18
IQ-0043,OMY
IQ-0043,AZ-0013
IQ-0043,IQ-0010
IQ-0043,IL-0004
IQ-0043,ZUBJ
LB-0007,IQ-0051
LB-0007,LB-0008
LB-0007,KH-0001
LB-0007,LA-0001
LB-0007,VLSK
LB-0007,VLSN
LB-0007,IQ-0019
LB-0007,ID-KCI
LB-0007,LB-0006
LB-0007,VNVT
LB-0007,MV-0008
LB-0007,WPDB
LB-0007,VNBW
LB-0007,VNSI
LB-0007,TW-0001
LB-0007,YYA
LB-0007,VRAH
LB-0007,AZ-0001
LB-0007,LA-0005
LB-0007,WPAT
LB-0007,IL-0008
LB-0007,MV-0004
LB-0007,KH-0002
LB-0007,CY-0079
LB-0008,LB-0007
LB-0008,VDKK
LB-0008,IQ-0035
LB-0008,RCMS
LB-0008,KH-0001
LB-0008,AM-0009
LB-0008,OLRA
LB-0008,VYSA
LB-0008,LA-0003
LB-0008,LLEK
LB-0008,VDSY
LB-0008,AM-0002
LB-0008,VYMK
LB-0008,VDSR
LB-0008,CY-0003
LB-0008,VNLD
LB-0008,FJDG
LB-0008,IQ-0005
LB-0008,VNSK
LB-0008,PCQ
LB-0008,CY-0008
LB-0008,WPDL
LB-0008,TW-0062
LB-0008,OLBA
LB-0008,MV-0004
LB-0008,CY-0002
LB-0008,AXF
LB-0008,VLSV
LB-0008,LB-0005
LB-0008,AZ-0012
LB-0008,LLBO
LB-0008,CN-0040
NP-0015,WPVQ
NP-0015,LA-0003
NP-0015,LA-0006
NP-0015,AZ-0015
NP-0015,CN-0186
NP-0015,WPAT
NP-0015,VLSV
NP-0015,IL-0003
NP-0015,LLYO
NP-0015,VDKT
NP-0015,AZ-0004
NP-0015,KH-0003
NP-0015,AM-0002
NP-0015,CN-0359
NP-0015,VY02
NP-0015,VLHS
NP-0015,LLBO
NP-0015,ORSU
NP-0015,VNSI
NP-0015,VDSY
LB-0005,TW-0058
LB-0005,UG11
LB-0005,IL-0004
LB-0005,LA-0001
LB-0005,VDKC
LB-0005,RCLG
LB-0005,VYPE
LB-0005,LLMZ
LB-0005,UDSG
LB-0005,MV-0003
LB-0005,VDSR
LB-0005,VLAP
LB-0005,VNTR
LB-0005,VYAS
LB-0005,UBBA
LB-0005,WPMN
LB-0005,CN-0283
LB-0005,VRMM
LB-0005,VDSA
LB-0005,LB-0008
LB-0005,AZ-0012
LB-0005,VLHS
LB-0005,VNMA
LB-0006,VLAP
LB-0006,VYMK
LB-0006,VNRB
LB-0006,IL-0011
LB-0006,LLBG
LB-0006,AM-0006
LB-0006,UBBQ
LB-0006,VYBG
LB-0006,UD21
LB-0006,LB-0007
LB-0006,AM-0004
LB-0006,AM-0008
LB-0006,LA-0007
LB-0006,CY-0044
LB-0006,VLLN
LB-0006,VNMA
LB-0006,VYPY
LB-0006,ORKK
LB-0006,AM-0007
LB-0006,CY-0006
LB-0006,TL-0001
LB-0006,VDSA
LB-0006,LLMG
LB-0006,CY-0003
LB-0006,CY-0071
LB-0006,AEQ
VYSA,MV-0001
VYSA,VLSK
VYSA,RCNN
VYSA,RCMT
VYSA,TW-CMJ
VYSA,LB-0008
VYSA,VLOS
VYSA,VRQM
VYSA,AZ-0003
VYSA,CY-0006
VYSA,LL59
VYSA,VLSN
VYSA,AZ-0015
VYSA,AM-0005
VYSA,VYBG
VYSA,AZ-0016
VYSA,AZ-0009
VYSA,VREI
VYSA,CN-0134
VYSA,UBBA
VYSA,VRMH
VYSA,IQ-0035
VYSA,UG11
VNMG,UD21
VNMG,VYTN
VNMG,UBEE
VNMG,VDKT
VNMG,WPOC
VNMG,VRMM
VNMG,VYPU
VNMG,KH-0002
VNMG,TW-0003
VNMG,CN-0331
VNMG,KMT
VNMG,UB14
VNMG,CN-0110
VNMG,ORBD
VNMG,VRQM
VNMG,UBBQ
VNMG,IQ-0016
VNMG,VNMN
VNMG,ZBAD
VNMG,VNLT
VNMG,AZ-0001
VNMG,TL-0001
FND,VYEL
FND,LLBG
FND,VNDP
FND,WPDB
FND,LL1B
FND,UB12
FND,UBBZ
FND,VNBR
FND,TW-0004
FND,AZ-0012
FND,VLXL
FND,IL-0008
FND,TL-0002
FND,VLSN
FND,LLYO
FND,MV-0011
FND,AZ-0006
FND,VNLD
FND,AM-0003
FND,VDPP
FND,CY-0050
FND,CN-0359
FND,AM-0001
FND,IQ-0016
FND,AZ-0018
FND,IQ-0019
FND,VYMH
FND,AM-0009
FND,IQ-0051
FND,WPDL
FND,IL-0011
FND,SY-0028
FND,UGEJ
VYEL,VNDP
VYEL,FND
VYEL,WPDB
VYEL,RCXY
VYEL,CN-0059
VYEL,VNSK
VYEL,TW-0006
VYEL,WPMN
VYEL,CY-0005
VYEL,LCEN
VYEL,VLPV
VYEL,ORMM
VYEL,IL-0012
VYEL,YYA
VYEL,VRMO
VYEL,CY-0001
VYEL,VYMH
VYEL,VNPK
VYEL,VRMG
VYEL,AZ-0003
VYEL,VNTR
ZHHH,VLXK
