from,to
SA-0003,PTKK
SA-0003,MY-0041
SA-0003,DRRU
SA-0003,FVHY
SA-0003,ES-0267
SA-0003,FR-0403
SA-0003,DRZI
SA-0003,UG25
SA-0003,K1X1
SA-0003,OJAM
SA-0003,UY-0019
SA-0003,GLMR
SA-0003,LSXV
SA-0003,UG-0007
SA-0003,K7K5
SA-0003,HCMJ
SA-0003,FHAW
SA-0003,LB-0006
SA-0003,VCCK
SA-0003,GH-0001
SA-0003,IT-0531
SA-0003,OLBA
SA-0003,OJ38
SA-0003,Z19O
SA-0003,SURV
SA-0003,LK-0001
SA-0003,PY-0016
SA-0006,MY-SPT
SA-0006,FDBM
SA-0006,EDQR
SA-0006,ELLX
SA-0006,K7K5
SA-0006,PY-0063
SA-0006,MZ-0025
SA-0006,JO-0007
SA-0006,UG24
SA-0006,HBBO
SA-0006,CM-0013
SA-0006,DRRD
SA-0006,HEAZ
SA-0006,FHSH
SA-0006,VNBR
SA-0006,FR-0403
SA-0006,SK-0007
SA-0006,GB-0101
SA-0006,BR-1478
SA-0006,FMCH
SA-0006,UY-0018
SA-0006,BG-0119
SA-0006,SD9B
SA-0006,EG-0017
SA-0006,FMCN
SA-0006,VN-0042
SA-0006,DRZN
SA-0006,FMML
SA-0006,GUCY
SA-0006,TPT
SA-0006,SPSJ
SA-0006,LB-0008
SA-0006,BG-0110
SA-0006,HEEM
SA-0006,SK-0009
SA-0006,DTTF
SA-0006,DTKA
IT-0138,FWKG
IT-0138,GGOV
IT-0138,NO-0001
IT-0138,GLCP
IT-0138,FR-0258
IT-0138,RO-0001
IT-0138,VCCN
IT-0138,AE-0091
IT-0138,UA-0030
IT-0138,NTKF
IT-0138,NTGG
IT-0138,DRZT
IT-0138,FKKD
IT-0138,LB-0006
IT-0138,OEGT
IT-0138,RS-0032
IT-0138,UY-0010
IT-0138,SK-0009
IT-0138,DTTX
IT-0138,UA-0144
IT-0138,LB-0007
IT-0138,FHSH
IT-0138,DGLW
IT-0138,DTTF
IT-0138,US-2932
IT-0138,73IA
IT-0138,GABF
IT-0138,VNLD
IT-0138,GGCF
IT-0138,SD-0004
IT-0138,PY-0035
IT-0138,DTTB
IT-0138,LV-0054
IT-0138,DGLN
IT-0138,RO-0014
IT-0138,SPOA
IT-0138,UY-0002
IT-0138,HCMB
IT-0138,DRZL
MY-0016,KSSF
MY-0016,DGTK
MY-0016,LSGG
MY-0016,VNMN
MY-0016,EG-0017
MY-0016,GE-0013
MY-0016,AM-0005
MY-0016,WBKE
MY-0016,K1X1
MY-0016,GULB
MY-0016,PF-0002
MY-0016,EDQR
MY-0016,SO-0011
MY-0016,OLRA
MY-0016,UY-0022
MY-0016,UGMM
MY-0016,UA-0182
MY-0016,HCMH
MY-0016,SO-0019
MY-0016,OLBA
MY-0016,DRZT
MY-0016,PTPN
MY-0016,IT-0237
MY-0016,DNYO
MY-0016,GAYE
MY-0016,DRZL
MY-0016,SUGN
MY-0016,OJAQ
MY-0016,GABD
MY-0016,LSXV
MY-0016,RO-0056
MY-0016,VCCK
MY-0016,SK-0011
MY-0016,HCMN
MY-0016,NG-0006
MY-0016,GLBU
MY-0016,HBBA
MY-0016,VVVH
MY-0016,UA-0115
MY-0016,VNTR
MY-0016,GCRR
MY-0016,SY-0028
MY-0016,LSPF
MY-0016,HEOC
US-2932,FR-0312
US-2932,OJAM
US-2932,FM-0002
US-2932,DRZT
US-2932,SY-0028
US-2932,FQCB
US-2932,UT1J
US-2932,DNKN
US-2932,RO-0056
US-2932,BG-0030
US-2932,UKOH
US-2932,FMNA
US-2932,LMZ
US-2932,DE-0347
US-2932,HBBO
US-2932,LB-0005
US-2932,SUCL
US-2932,UG-0016
US-2932,LFFB
US-2932,VCCN
US-2932,LK-0001
US-2932,FDNG
US-2932,GLBU
US-2932,SD-0015
US-2932,FWLE
US-2932,GH-0001
US-2932,IT-0138
US-2932,OLKA
US-2932,UY-0010
US-2932,DNBB
US-2932,DGTK
US-2932,FWNB
DRZI,BI-0002
DRZI,GAGO
DRZI,ES-0267
DRZI,LSPF
DRZI,MY-0026
DRZI,ZW-0007
DRZI,GAKM
DRZI,SIEL
DRZI,OBBS
DRZI,BG-0030
DRZI,UTAV
DRZI,FMND
DRZI,RO-0044
DRZI,GGOV
DRZI,SA-0003
DRZI,GLGE
DRZI,WMAD
DRZI,SD8U
DRZI,DNYO
DRZI,IT-0237
DRZI,HBBE
DRZI,SPCC
DRZI,GAMK
DRZI,GB-0968
DRZI,NTGG
DRZI,VGCB
DRZI,HCMN
DRZI,ZM-0033
DRZI,GG64
LYPA,RS-0001
LYPA,JO-0009
LYPA,VN-0042
LYPA,BD-0003
LYPA,DGLY
LYPA,BG-0030
LYPA,DGSI
LYPA,SD8U
LYPA,RO-0001
LYPA,FR-0307
LYPA,LV-0032
LYPA,DTTX
LYPA,YPCC
LYPA,FM-0002
LYPA,OLRA
LYPA,ZM-0011
LYPA,SPHO
LYPA,SD-0015
LYPA,HCMG
LYPA,LV-0040
LYPA,NVSL
LYPA,FDTS
LYPA,GASK
LYPA,GGBF
LYPA,VGCB
LYPA,HSSW
LYPA,SUGN
LYPA,DNIL
LYPA,ENBM
LYPA,TM-UT56
LYPA,LK-0004
LYPA,NVSS
GH-0001,CM-0004
GH-0001,ES-0181
GH-0001,PTKK
GH-0001,OLRA
GH-0001,DNKN
GH-0001,AM-0009
GH-0001,DGAH
GH-0001,AO-0005
GH-0001,ES-0267
GH-0001,EDMI
GH-0001,BG-0119
GH-0001,PY-0063
GH-0001,FM-0001
GH-0001,HBBE
GH-0001,BR-1695
GH-0001,GLCP
GH-0001,VN-0042
GH-0001,OEPF
GH-0001,GATB
GH-0001,BG-0007
GH-0001,FDTS
GH-0001,AO-0030
GH-0001,DNAK
GH-0001,BR-1478
GH-0001,SY-0028
GH-0001,FVCV
GH-0001,US-2932
GH-0001,SA-0003
GH-0001,UGSB
GH-0001,HEOC
GH-0001,NTGM
GH-0001,UA-0115
GH-0001,SGST
GH-0001,SO-0019
GH-0001,DTTX
GH-0001,VNLD
PTYA,JO-0002
PTYA,EDQR
PTYA,DWO
PTYA,FVIN
PTYA,VGSY
PTYA,GGOV
PTYA,LV-0013
PTYA,UT1J
PTYA,RO-0044
PTYA,GAGO
PTYA,UG28
PTYA,HESC
PTYA,ZM-0011
PTYA,LFDE
PTYA,LSZD
PTYA,LSZH
PTYA,FDBM
PTYA,IT-0565
PTYA,PY-0016
PTYA,EVKA
PTYA,LV-1288
PTYA,GB-0968
PTYA,BYL
PTYA,OLBA
PTYA,FVBB
PTYA,UKLN
PTYA,KSSF
PTYA,UG-0008
PTYA,AM-0001
PTYA,GN-0001
PTYA,NG-0006
PTYA,SK-0007
PTYA,HCMH
LYNI,LB-0008
LYNI,HEEM
LYNI,HE16
LYNI,DRZL
LYNI,NVSE
LYNI,GLRB
LYNI,SK-0007
LYNI,ENSA
LYNI,HEOC
LYNI,ES-0099
LYNI,GG64
LYNI,ENBM
LYNI,LR-0001
LYNI,EDXD
LYNI,EDMI
LYNI,IT-0312
LYNI,FR-0343
LYNI,SPHI
LYNI,UT1F
LYNI,DNAK
LYNI,GN-0001
LYNI,SK-0013
LYNI,HUKJ
LYNI,NO-0008
LYNI,DNMM
HESC,AE-0115
HESC,HSKI
HESC,XVL
HESC,LSPK
HESC,PY-0080
HESC,JO-0006
HESC,FQCB
HESC,PTYA
HESC,ELNT
HESC,EVTA
HESC,IT-0040
HESC,PTPN
HESC,HE11
HESC,FWSU
HESC,FWKI
HESC,LSZD
HESC,RS-0006
HESC,FMCI
HESC,LSXV
HESC,NO-0017
HESC,ZW-0021
HESC,FDSM
HESC,OJ38
NE-0002,LSZD
NE-0002,DTTG
NE-0002,UG24
NE-0002,UG28
NE-0002,IT-0312
NE-0002,SDDI
NE-0002,FNHU
NE-0002,FM-0002
NE-0002,FMCI
NE-0002,SPTI
NE-0002,VNBW
NE-0002,HEAZ
NE-0002,WMKF
NE-0002,BYL
NE-0002,DGAH
NE-0002,LFPU
NE-0002,LESA
NE-0002,SA-0002
NE-0002,AE-0115
NE-0002,OEDF
NE-0002,GE-0015
NE-0002,FMND
NE-0002,FWSM
NE-0002,NVSP
NE-0002,VCCN
NE-0002,FLNY
NE-0002,NVSS
NE-0002,FWZA
NE-0002,IT-0531
NE-0002,PY-0035
NE-0002,LZRU
NE-0002,OLKA
NE-0002,SPBC
NE-0002,RO-0051
NE-0002,UY-0002
NE-0002,HUEN
NE-0002,FMSC
NE-0002,NTGE
NE-0004,UA-0054
NE-0004,NO-0017
NE-0004,SPBC
NE-0004,NA13
NE-0004,UA-0144
NE-0004,DRRD
NE-0004,LV-0017
NE-0004,FHSH
NE-0004,GLMR
NE-0004,FDKB
NE-0004,FWMC
NE-0004,BYV
NE-0004,NTGM
NE-0004,AE-0089
NE-0004,FWMG
NE-0004,IT-0237
NE-0004,OJAM
NE-0004,FVMN
NE-0004,OMAL
NE-0004,HEOC
NE-0004,GABF
NE-0004,PY-0030
NE-0004,SK-0009
NE-0004,IT-0040
NE-0004,OMBY
NE-0004,OEJF
NE-0004,LSZD
NE-0004,SK-0075
NE-0004,GGBU
NE-0004,VGIS
NE-0004,GE-0004
NE-0004,SD-0001
NE-0004,AM-0008
NE-0004,HE11
NE-0004,OJ38
NE-0004,MZ-0059
NE-0004,LSGE
GLCP,PTKK
GLCP,BI-0002
GLCP,IT-0138
GLCP,SD-0004
GLCP,AM-0001
GLCP,VGSY
GLCP,VN-0055
GLCP,AM-0009
GLCP,EDDG
GLCP,HCMW
GLCP,BR-1695
GLCP,UDYE
GLCP,LB-0007
GLCP,LRCV
GLCP,LSTA
GLCP,DNIL
GLCP,GH-0001
GLCP,LEJR
GLCP,SPOA
GLCP,GAYE
GLCP,GGBF
GLCP,EVTA
GLCP,GANK
GLCP,NO-0008
GLCP,VCCJ
GLCP,VVVH
GLCP,PY-0022
GLCP,SURV
GLCP,FHAW
GLCP,LV-0051
GLCP,EDQR
GLCP,ELNT
GLCP,GAGO
GLCP,NVSS
GANK,NVSP
GANK,GUFH
GANK,SPHI
GANK,HESW
GANK,GB-0774
GANK,HCMB
GANK,NVVI
GANK,LESA
GANK,AM-0009
GANK,RO-0056
GANK,UY-0002
GANK,SUJL
GANK,GASK
GANK,VVRG
GANK,LV-0013
GANK,VNMN
GANK,BD-0024
GANK,DGAA
GANK,HE11
GANK,UTAT
GANK,RO-0001
GANK,HSGN
GANK,FWSU
GANK,TM-0003
GANK,LEIG
GANK,NG-0006
GANK,FWNB
GANK,GLCP
GANK,NTKT
GANK,DTTR
GANK,SPSA
GANK,GABF
GANK,LSPF
GANK,MZ-0017
GANK,FQCB
GANK,NVVF
GANK,HCMJ
GANK,FMML
GANK,SPTI
GANK,LRCV
GANK,AE-0089
SPHI,DNMM
SPHI,GUSA
SPHI,GANK
SPHI,OE47
SPHI,AE-0128
SPHI,HBBE
SPHI,FVIN
SPHI,DNMA
SPHI,PE-0027
SPHI,SD-0004
SPHI,FMML
SPHI,SUCL
SPHI,EDTK
SPHI,HBBA
SPHI,RO-0051
SPHI,ES-0267
SPHI,DTKA
SPHI,SK-0009
SPHI,SGST
SPHI,CM-0004
SPHI,FDMH
SPHI,OJ38
SPHI,SPBC
SPHI,RS-0033
SPHI,LYNI
SPHI,UKOH
SPHI,FNCC
SPHI,GAYE
SPHI,FDST
SPHI,VGCB
SPHI,HBBL
SPHI,NA13
SPHI,GAKA
SPHI,UT1J
SPHI,LV-1288
SPHI,GUCY
SPHI,IT-0040
ES-0181,GH-0001
ES-0181,FKKD
ES-0181,DRZT
ES-0181,NTKF
ES-0181,GB-0301
ES-0181,SD8U
ES-0181,OBKH
ES-0181,GATB
ES-0181,GUKU
ES-0181,3L7
ES-0181,RS-0033
ES-0181,NVSP
ES-0181,SO-0010
ES-0181,DGLE
ES-0181,DRZN
ES-0181,GAGO
ES-0181,AO-0030
ES-0181,HE11
ES-0181,HUKC
ES-0181,OMAR
ES-0181,GB-0968
ES-0181,DRZR
ES-0181,HEAZ
ES-0181,BI-0002
ES-0181,NTAA
ES-0181,PY-0030
ES-0181,EG-0017
ES-0181,SIEL
ES-0181,PF-0002
ES-0181,LSGG
ES-0181,HSSK
HE31,AE-0091
HE31,SPSJ
HE31,FLSH
HE31,LRTM
HE31,FWKG
HE31,BJT
HE31,LYKI
HE31,ES-0039
HE31,ZM-0018
HE31,CM-0004
HE31,DTMB
HE31,SWGI
HE31,TM-UT56
HE31,NA13
HE31,CM-0013
HE31,BI-0001
HE31,SO-0019
HE31,FVKZ
HE31,DGAA
HE31,OEUM
HE31,FLMF
HE31,GG64
GCRR,DGLN
GCRR,UA-0182
GCRR,VNDH
GCRR,PE-0027
GCRR,LSZD
GCRR,AM-0003
GCRR,BG-0119
GCRR,EVTA
GCRR,EGJJ
GCRR,SPSA
GCRR,FWSU
GCRR,LEIG
GCRR,GLBU
GCRR,UT1F
GCRR,EDTK
GCRR,UKLN
GCRR,GN-0001
GCRR,LEMS
GCRR,XVL
GCRR,LB-0006
GCRR,FLMO
GCRR,DE-0068
GCRR,FKAG
GCRR,UY-0011
GCRR,GB-0774
GCRR,DNMA
GCRR,VGSY
GCRR,UA-0115
GCRR,FM-ULI
GCRR,AM-0001
GCRR,MY-0016
GCRR,NTGM
GCRR,RS-0032
GCRR,NVSU
GCRR,ZW-0054
GCRR,UA-0054
GCRR,JO-0004
GCRR,GLMR
GCRR,LSZN
JO-0015,FMNQ
JO-0015,BYL
JO-0015,DTTA
JO-0015,MG-DOA
JO-0015,FMCV
JO-0015,ZW-0054
JO-0015,OJAQ
JO-0015,FWSU
JO-0015,VGSG
JO-0015,GUOK
JO-0015,IT-0478
JO-0015,TPT
JO-0015,LEJR
JO-0015,AO-0022
JO-0015,DTTR
JO-0015,VVGL
JO-0015,NTKO
JO-0015,OMAQ
JO-0015,GUFH
JO-0015,FM-0001
JO-0015,IT-0237
JO-0015,ES-0267
JO-0015,SO-0012
JO-0015,VNBR
JO-0015,HBBK
JO-0015,RS-0006
JO-0015,FM-0002
JO-0015,LRCV
JO-0015,FNZE
JO-0015,DTTB
JO-0015,FNPA
ES-0267,VN-0042
ES-0267,PTKK
ES-0267,DRZI
ES-0267,VCCN
ES-0267,FVIN
ES-0267,VCCJ
ES-0267,GAKM
ES-0267,SK-0011
ES-0267,LBWB
ES-0267,PY-0035
ES-0267,SURV
ES-0267,SA-0003
ES-0267,GH-0001
ES-0267,EVKA
ES-0267,PE-0027
ES-0267,LYKI
ES-0267,PF-0002
ES-0267,SWGI
ES-0267,BG-0080
ES-0267,SPBC
ES-0267,NTKO
ES-0267,NTGJ
ES-0267,SPHI
ES-0267,AM-0001
ES-0267,GULB
ES-0267,SUGN
ES-0267,OMAL
ES-0267,FM-0001
ES-0267,MY-0026
ES-0267,FWSM
ES-0267,TM-UT52
ES-0267,OEPF
ES-0267,NVSS
ES-0267,JO-0015
ES-0267,UA-0030
ES-0267,FWLE
ES-0267,OMAQ
ES-0267,FMCN
ES-0267,FKKR
ES-0267,UG25
NTAA,FWSU
NTAA,ZM-0020
NTAA,PY-0063
NTAA,HBBL
NTAA,GB-0450
NTAA,CM-0013
NTAA,FWLE
NTAA,FKKN
NTAA,DNYO
NTAA,MZ-0059
NTAA,PY-0016
NTAA,UD21
NTAA,NVVB
NTAA,GUSI
NTAA,GLGE
NTAA,UDYE
NTAA,FM-ULI
NTAA,GLVA
NTAA,FR-0312
NTAA,SGES
NTAA,SNFL
NTAA,KSSF
NTAA,EDQR
NTAA,SD-0001
NTAA,DRZL
NTAA,UTAT
NTAA,DNMA
NTAA,JO-0007
NTAA,HCMB
NTAA,LSZH
NTAA,ENKJ
NTAA,ES-0181
NTAA,GAGO
NTAA,VVVH
NTAA,HSGN
UGSB,DGAA
UGSB,RO-0014
UGSB,SK-0009
UGSB,FM-ULI
UGSB,ES-0021
UGSB,VVDN
UGSB,SK-0011
UGSB,FLMO
UGSB,FLNY
UGSB,ZM-0019
UGSB,BI-0002
UGSB,BD-0022
UGSB,VVVH
UGSB,DWO
UGSB,GE-0018
UGSB,SA-0002
UGSB,NTKT
UGSB,PY-0080
UGSB,AO-0015
UGSB,PY-0022
UGSB,MZ-0025
UGSB,FMNQ
UGSB,HCMJ
UGSB,FVBB
UGSB,GAMK
UGSB,DTKA
UGSB,LBSD
UGSB,GH-0001
UGSB,ZW-0007
UGSB,UGMM
UGSB,FMCN
SNFL,SK-0009
SNFL,GGGB
SNFL,FVKZ
SNFL,HE16
SNFL,BD-0022
SNFL,RI22
SNFL,BG-0110
SNFL,SA-0002
SNFL,SO-0011
SNFL,GUMA
SNFL,FWLE
SNFL,FHSH
SNFL,VCCK
SNFL,AM-0009
SNFL,OLRA
SNFL,HBBO
SNFL,BD-0039
SNFL,DTTR
SNFL,CM-0009
SNFL,MG-DOA
SNFL,RS-0032
SNFL,NTAA
SNFL,SWGI
SNFL,NTKT
SNFL,FMCV
SNFL,UG-0008
SNFL,DNYO
SNFL,PY-0030
SNFL,EDDG
IT-0040,DE-0222
IT-0040,OLBA
IT-0040,UG24
IT-0040,FMML
IT-0040,FMCV
IT-0040,FR-0403
IT-0040,SK-0018
IT-0040,BG-0080
IT-0040,IT-0478
IT-0040,FVCV
IT-0040,RO-0014
IT-0040,BD-0022
IT-0040,GUKU
IT-0040,GUOK
IT-0040,HESC
IT-0040,LB-0005
IT-0040,IT-0237
IT-0040,BYV
IT-0040,JO-0007
IT-0040,FM-0001
IT-0040,NE-0004
IT-0040,FR-0343
IT-0040,WMKF
IT-0040,FHSH
IT-0040,FR-0312
IT-0040,DTTB
IT-0040,US-2786
IT-0040,ZM-0011
IT-0040,LIPV
IT-0040,WBKE
IT-0040,SGES
IT-0040,AM-0001
IT-0040,LRTM
IT-0040,UTAT
IT-0040,CM-0013
IT-0040,DGAA
IT-0040,FWZA
IT-0040,KSSF
IT-0040,3L7
IT-0040,GGBF
IT-0040,OEDF
IT-0040,VNPK
IT-0040,UG-0016
IT-0040,SPHI
MY-0041,FMSC
MY-0041,HSSK
MY-0041,UDSG
MY-0041,VNBR
MY-0041,LESA
MY-0041,SA-0003
MY-0041,SD-0004
MY-0041,FLNY
MY-0041,AE-0115
MY-0041,NO-0001
MY-0041,FQ49
MY-0041,FQCB
MY-0041,NVVB
MY-0041,BG-0030
MY-0041,HBBK
MY-0041,LIDA
MY-0041,AO-0015
MY-0041,ENHD
MY-0041,VGSG
MY-0041,HCMJ
MY-0041,JO-0002
MY-0041,RI22
MY-0041,SK-0009
MY-0041,FDTS
MY-0041,IT-0237
MY-0041,GGGB
MY-0041,LV-0054
MY-0041,UT1F
MY-0041,ZM-0002
MY-0041,LZNI
MY-0041,PTSA
MY-0041,GAKA
MY-0041,DRZL
MY-0041,DNYO
MY-0041,UT1J
MY-0041,ES-0039
MY-0041,RO-0011
MY-0041,NA13
MY-0041,VGCB
MY-0041,K1X1
MY-0041,UG-0008
MY-0041,FNCC
MY-0041,HUKS
ELLX,HSKI
ELLX,AO-0030
ELLX,SA-0006
ELLX,AM-0008
ELLX,FMSC
ELLX,AE-0115
ELLX,DNMA
ELLX,DRZT
ELLX,BR-1827
ELLX,SPTI
ELLX,PY-0016
ELLX,UG-0009
ELLX,LSGE
ELLX,FHSH
ELLX,EDMI
ELLX,GB-0101
ELLX,FVKZ
ELLX,NTGE
ELLX,WMAE
ELLX,LIDA
ELLX,FKKR
ELLX,VCCK
ELLX,LSZO
ELLX,AO-0055
ELLX,LSTA
ELLX,FVIN
ELLX,FWSU
ELLX,SPSA
ELLX,NVSR
ELLX,RO-0014
ELLX,UY-0011
ELLX,HBBL
ELLX,GLBU
ELLX,DRRU
FHAW,LZNI
FHAW,FVKZ
FHAW,JO-0002
FHAW,NTGM
FHAW,BG-0030
FHAW,GB-0301
FHAW,HSSK
FHAW,BG-0080
FHAW,SK-0013
FHAW,TM-UT56
FHAW,GLBU
FHAW,IT-0531
FHAW,VVRG
FHAW,AE-0089
FHAW,ENSA
FHAW,SA-0003
FHAW,ES-0039
FHAW,VN-0055
FHAW,GLVA
FHAW,GGBF
FHAW,HSGN
FHAW,LK-0004
FHAW,NTKT
FHAW,HBBL
FHAW,GLCP
FHAW,GB-0676
FHAW,BD-0022
FHAW,EVKA
FHAW,LRTM
FHAW,VN-0042
FHAW,ZW-0007
LRCV,WMAD
LRCV,HCMN
LRCV,SPSJ
LRCV,UA-0030
LRCV,DGAH
LRCV,OEPF
LRCV,SUJL
LRCV,GB-0301
LRCV,DNKN
LRCV,LZRU
LRCV,GABD
LRCV,SO-0019
LRCV,GUKU
LRCV,LBSD
LRCV,GABF
LRCV,FMNF
LRCV,OBBI
LRCV,HCMB
LRCV,MZ-0025
LRCV,LK-0004
LRCV,GLCP
LRCV,BD-0022
LRCV,DRZT
LRCV,FDKB
LRCV,LSGE
LRCV,VNLD
LRCV,HSGO
LRCV,RO-0014
LRCV,NVVF
LRCV,JO-0015
LRCV,FWSM
LRCV,FKKY
LRCV,XVL
LRCV,ELNT
LRCV,GANK
ZM-0033,FMND
ZM-0033,GABD
ZM-0033,RS-0001
ZM-0033,ENBM
ZM-0033,RS-0008
ZM-0033,UY-0002
ZM-0033,RI22
ZM-0033,FWZA
ZM-0033,IT-0237
ZM-0033,UDSG
ZM-0033,DTTR
ZM-0033,SIEL
ZM-0033,GUMA
ZM-0033,AE-0089
ZM-0033,HCMJ
ZM-0033,FMML
ZM-0033,HBBE
ZM-0033,ZM-0019
ZM-0033,GULB
ZM-0033,FM-0002
ZM-0033,SK-0075
ZM-0033,NVSU
ZM-0033,NVVF
ZM-0033,DRZR
ZM-0033,OJ38
ZM-0033,LEJR
ZM-0033,ELNT
ZM-0033,VCCK
ZM-0033,RS-0033
ZM-0033,HUKC
ZM-0033,KBPP
ZM-0033,LB-0007
ZM-0033,UY-0010
ZM-0033,EDTK
ZM-0033,DRZI
ZM-0033,FKKD
ZM-0033,JO-0002
ZM-0033,DRRU
ZM-0033,VCCN
ZM-0033,LSGE
ZM-0033,UGMM
ZM-0033,HCMG
ZM-0033,GLGE
GW-0001,LRTM
GW-0001,UG25
GW-0001,TPT
GW-0001,LB-0006
GW-0001,3L7
GW-0001,AO-0015
GW-0001,DE-0222
GW-0001,ZW-0021
GW-0001,DTTX
GW-0001,UKOH
GW-0001,GUKU
GW-0001,AM-0009
GW-0001,FR-0518
GW-0001,AO-0055
GW-0001,UY-0022
GW-0001,PY-0033
GW-0001,BG-0110
GW-0001,UA-0182
GW-0001,MG-0006
GW-0001,LV-0040
GW-0001,RVC
GW-0001,OEJF
GW-0001,VGTJ
GW-0001,FMCV
GW-0001,MZ-0004
GW-0001,VNPL
GW-0001,VVVT
GW-0001,GUMA
GW-0001,OMBY
PY-0080,FWKI
PY-0080,DE-0767
PY-0080,NVSS
PY-0080,FWSM
PY-0080,OJMS
PY-0080,VGTJ
PY-0080,DNBB
PY-0080,HESC
PY-0080,SD9B
PY-0080,HCMB
PY-0080,SK-0018
PY-0080,SUJL
PY-0080,PY-0035
PY-0080,VGSG
PY-0080,FDKB
PY-0080,ELNT
PY-0080,VNDH
PY-0080,WMAD
PY-0080,FR-0418
PY-0080,SPCC
PY-0080,FKKD
PY-0080,UGSB
PY-0080,ZW-0032
PY-0080,GB-0161
PY-0080,FVCV
PY-0080,VVRG
PY-0080,HSSW
PY-0080,FLMF
PY-0080,FR-0258
PY-0080,K7K5
PY-0080,GGCF
PY-0080,EVTA
PY-0080,UY-0010
PY-0080,LSPF
PY-0080,BR-1478
PY-0080,IT-0478
LIPV,BG-0103
LIPV,BYV
LIPV,PY-0033
LIPV,DE-0767
LIPV,LSZD
LIPV,DGTK
LIPV,ES-0021
LIPV,VNTR
LIPV,PY-0063
LIPV,GAMK
LIPV,HEOC
LIPV,VNPK
LIPV,SD-0015
LIPV,UG25
LIPV,NVVI
LIPV,SPSJ
LIPV,NVSD
LIPV,DNBC
LIPV,GGCF
LIPV,MZ-0050
LIPV,IT-0040
LIPV,UG-0009
LIPV,UT1F
LIPV,GAKA
LIPV,MG-0006
LIPV,FDNH
LIPV,FNZE
LIPV,FWCL
LIPV,DRRU
LIPV,FR-0258
LIPV,NVSL
LIPV,OEDF
LIPV,NTGG
LIPV,FMNF
LIPV,NVVB
JO-0004,NTKF
JO-0004,ES-0099
JO-0004,CM-0009
JO-0004,HESW
JO-0004,US-2786
JO-0004,MZ-0052
JO-0004,GG64
JO-0004,JO-0006
JO-0004,UGEJ
JO-0004,ES-0021
JO-0004,DTTG
JO-0004,FLMO
JO-0004,OMAL
JO-0004,FNHU
JO-0004,GLGE
JO-0004,LZNI
JO-0004,IT-0478
JO-0004,KSSF
JO-0004,LK-0004
JO-0004,OE47
JO-0004,UGMM
JO-0004,GN-0001
JO-0004,DNMA
JO-0004,HSKI
JO-0004,HUKD
JO-0004,DGSI
JO-0004,KBPP
JO-0004,LESA
JO-0004,PY-0063
JO-0004,GCRR
JO-0004,GB-0908
JO-0004,UY-0010
