from,to
EBGB,LATI
EBGB,EBSP
EBGB,LT-0012
EBGB,LRCV
EBGB,DE-0354
EBGB,BG-0067
EBGB,RO-0051
EBGB,LOWL
EBGB,RO-0001
EBGB,UATG
EBGB,RO-0041
EBGB,LUBM
EBGB,GB-1021
EBGB,LUCH
EBGB,LAKO
EBGB,LV-0053
EBGB,LRTM
EBGB,IS-0003
LBBG,MD-0006
LBBG,LDZU
LBBG,LZDV
LBBG,LRTM
LBBG,GB-0302
LBBG,EBCI
LBBG,BG-0110
LBBG,SK-0013
LBBG,LUTR
LBBG,LATI
LBBG,GB-0143
LBBG,LAGJ
LBBG,SK-0065
LBBG,IS-0004
LBBG,EHEH
LBBG,LBBZ
LBBG,EGDA
LBBG,NL-0056
LBBG,EBBE
LBBG,LOWS
LBBG,NL-0045
LBBG,BIRK
LBBG,MD-0002
LBBG,SK-0075
LBBG,SK-0009
LBBG,NL-0143
HR-0020,LAKV
HR-0020,GB-0162
HR-0020,SK-0025
HR-0020,EBLZ
HR-0020,BITE
HR-0020,LB45
HR-0020,LOAN
HR-0020,IS-0003
HR-0020,LRCV
HR-0020,LDZK
HR-0020,LUBL
HR-0020,LBKJ
HR-0020,BG-0042
HR-0020,EVKA
HR-0020,EHGG
HR-0020,GB-1021
HR-0020,BG-0067
HR-0020,SK-0075
BINF,EHGG
BINF,LOWS
BINF,MD-0007
BINF,NL-0023
BINF,HR-0001
BINF,NL-0070
BINF,LV-1288
BINF,EBBZ
BINF,GB-0937
BINF,RO-0011
BINF,NL-0008
BINF,LAKU
BINF,EGSN
BINF,LASK
BINF,EBOT
BINF,SK-0085
BINF,LUTR
BINF,EGDA
BINF,EBBE
BINF,MD-0001
SK-0064,LZKC
SK-0064,LDZA
SK-0064,LOLW
SK-0064,LOWL
SK-0064,NL-0049
SK-0064,LOKW
SK-0064,BG-0103
SK-0064,LASK
SK-0064,BG-0042
SK-0064,LASR
SK-0064,SK-0048
SK-0064,SK-0013
SK-0064,LUBM
SK-0064,MD-0002
SK-0064,EBFS
SK-0064,MD-0004
SK-0064,EBTR
SK-0064,BG-0119
SK-0064,SK-0046
SK-0064,RO-0051
SK-0064,SK-0065
SK-0064,EVTA
SK-0064,LDZU
SK-0064,NL-0056
SK-0064,EBBN
SK-0064,HR-0009
SK-0064,IS-0001
SK-0064,LDZJ
SK-0064,LBPR
SK-0064,NL-0023
SK-0065,AL-0010
SK-0065,NL-0075
SK-0065,BG-0007
SK-0065,EBGB
SK-0065,GB-OUK
SK-0065,EBCI
SK-0065,BIHL
SK-0065,LV-0053
SK-0065,NL-0036
SK-0065,LV-0017
SK-0065,EVKA
SK-0065,LBBG
SK-0065,LV-0040
SK-0065,HR-0016
SK-0065,LDRI
SK-0065,SK-0064
SK-0065,GB-0596
SK-0065,GB-0986
SK-0065,BG-0080
SK-0065,BIHS
HR-0018,LR82
HR-0018,EBBN
HR-0018,GB-0143
HR-0018,LV-0032
HR-0018,BG-0103
HR-0018,LZDV
HR-0018,LV-0052
HR-0018,EBMA
HR-0018,LZRU
HR-0018,SK-0009
HR-0018,RO-0067
HR-0018,IS-0004
HR-0018,LUCH
HR-0018,GB-0603
HR-0018,UATG
HR-0018,BITN
HR-0018,EBZU
HR-0018,EBCI
HR-0018,LV-0013
HR-0018,LDVC
HR-0018,EGSN
HR-0018,EBZR
HR-0018,NL-0036
HR-0018,EGCE
HR-0018,SK-0073
HR-0018,LUKK
HR-0018,LV-0054
HR-0016,LV-0054
HR-0016,NL-0062
HR-0016,RO-0047
HR-0016,GB-0450
HR-0016,LBKJ
HR-0016,LDZU
HR-0016,SK-0048
HR-0016,GB-0881
HR-0016,SK-0011
HR-0016,EBBN
HR-0016,LOWZ
HR-0016,GB-0143
HR-0016,IS-0001
HR-0016,SK-0065
HR-0016,BG-0037
HR-0016,RO-0041
HR-0016,BIHL
HR-0016,LBSD
HR-0016,RO-0065
HR-0016,LDRI
HR-0016,SK-0073
HR-0016,LDVC
AL-0010,EHDL
AL-0010,SK-0065
AL-0010,EVKA
AL-0010,LDPN
AL-0010,LDRO
AL-0010,GB-0164
AL-0010,LV-0010
AL-0010,LV-1288
AL-0010,SK-0046
AL-0010,LUBL
AL-0010,MD-0007
AL-0010,EGDA
AL-0010,DE-0354
AL-0010,BIKF
AL-0010,EBFS
AL-0010,LDSB
AL-0010,LDRI
AL-0010,BIHS
AL-0010,EVTA
AL-0010,EHEH
AL-0010,LRPH
AL-0010,LDZU
HR-0015,LBKJ
HR-0015,BIRG
HR-0015,LDVC
HR-0015,MD-0003
HR-0015,NL-0033
HR-0015,LDZS
HR-0015,UATG
HR-0015,HR-0009
HR-0015,SK-0073
HR-0015,BIRK
HR-0015,BITN
HR-0015,LOKW
HR-0015,LOLW
HR-0015,LOGP
HR-0015,LOIJ
HR-0015,BG-0067
BE-0029,EBLZ
BE-0029,LUBL
BE-0029,EBBE
BE-0029,LBSS
BE-0029,LV-0015
BE-0029,BIKE
BE-0029,UGMS
BE-0029,EHEH
BE-0029,GB-0102
BE-0029,EBFS
BE-0029,BG-0007
BE-0029,BG-0037
BE-0029,GB-0164
BE-0029,LOKW
BE-0029,EGSN
BE-0029,LASR
BE-0029,EBAV
BE-0029,LROD
BE-0029,SK-0007
BE-0029,LBWB
BE-0029,LUBM
BE-0029,LZDV
BE-0029,BIVI
BE-0029,LT-0012
BE-0029,BE-0007
BE-0029,EHLW
HR-0010,EVKA
HR-0010,EBMA
HR-0010,BIRG
HR-0010,LT-0012
HR-0010,EBCS
HR-0010,SK-0013
HR-0010,EBAV
HR-0010,RO-0047
HR-0010,LOGW
HR-0010,EBBN
HR-0010,NL-0072
HR-0010,BIKF
HR-0010,LDPN
HR-0010,EBLZ
HR-0010,LR82
HR-0010,GB-0937
HR-0010,SK-0075
HR-0010,LV-0013
HR-0010,LXGB
HR-0010,LOLK
EHDL,LOGP
EHDL,AL-0010
EHDL,IS-0004
EHDL,KZ-0062
EHDL,GB-0603
EHDL,EHLW
EHDL,GB-0639
EHDL,NL-0058
EHDL,LBSS
EHDL,SK-0011
EHDL,GB-0450
EHDL,BG-0037
EHDL,RO-0065
EHDL,LOLW
EHDL,LAKO
EHDL,NL-0075
EHDL,GB-0011
EHDL,RO-0047
EHDL,RO-0060
EHDL,LDZA
EHDL,LOIA
EHDL,BG-0080
EHDL,LRBS
EHDL,LV-0017
EHDL,EBBZ
EHDL,NL-0072
LB45,BG-0037
LB45,EVLA
LB45,LV-1288
LB45,EHNP
LB45,RO-0012
LB45,LASK
LB45,NL-0036
LB45,HR-0020
LB45,RO-0044
LB45,BG-0110
LB45,LAKO
LB45,LOIA
LB45,BISN
LB45,GB-OUK
LB45,GB-0986
LB45,LV-0050
LB45,LATI
LB45,NL-0058
LB45,LRCV
GB-0450,DE-0354
GB-0450,EHNP
GB-0450,HR-0016
GB-0450,RO-0047
GB-0450,MD-0003
GB-0450,LOWW
GB-0450,LBBZ
GB-0450,LUBL
GB-0450,LAKV
GB-0450,EGSN
GB-0450,EHDL
GB-0450,GB-0143
GB-0450,BIFZ
GB-0450,RO-0051
GB-0450,MD-0007
GB-0450,LZTR
GB-0450,NL-0045
GB-0450,EBOT
GB-0450,EBMA
GB-0450,BIGH
GB-0450,LOLU
GB-0450,BIHU
GB-0450,LBSD
GB-0450,SK-0048
GB-0450,BG-0110
GB-0450,LASR
LRCV,NL-0056
LRCV,EBCI
LRCV,DE-0354
LRCV,SK-0009
LRCV,HR-0009
LRCV,LDPL
LRCV,BG-0119
LRCV,NL-0023
LRCV,LATI
LRCV,EBGB
LRCV,LOKM
LRCV,HR-0020
LRCV,GB-0897
LRCV,RO-0065
LRCV,BIGH
LRCV,EBOT
LRCV,EVTA
LRCV,BIHS
LRCV,AL-0003
LRCV,NL-0033
LRCV,GB-0639
LRCV,RO-0051
LRCV,LB45
LRTM,RO-0065
LRTM,MD-0005
LRTM,LOWL
LRTM,NL-0072
LRTM,RO-0060
LRTM,LBBG
LRTM,LOWI
LRTM,EBZU
LRTM,LAKO
LRTM,NL-0045
LRTM,LZTR
LRTM,SK-0025
LRTM,EBFS
LRTM,LAKU
LRTM,GB-0897
LRTM,BISN
LRTM,LZRU
LRTM,LZDV
LRTM,EBMA
LRTM,LDRG
LRTM,UATG
LRTM,MD-0004
LRTM,BG-0082
LRTM,IS-0004
LRTM,EBGB
BG-0067,IS-0001
BG-0067,LDPM
BG-0067,LDZJ
BG-0067,NL-0058
BG-0067,NL-0033
BG-0067,LZTR
BG-0067,LDZS
BG-0067,LOWL
BG-0067,AL-LA10
BG-0067,BG-0119
BG-0067,BITN
BG-0067,EBGB
BG-0067,LDZU
BG-0067,NL-0143
BG-0067,LAKO
BG-0067,NL-0036
BG-0067,LAGJ
BG-0067,HR-0020
BG-0067,EVGA
BG-0067,HR-0015
BG-0067,LV-0050
EGSN,LV-0040
EGSN,LBSS
EGSN,LZRU
EGSN,EBZW
EGSN,GB-0450
EGSN,LDZU
EGSN,BE-0029
EGSN,NL-0143
EGSN,LXGB
EGSN,BINF
EGSN,GB-0102
EGSN,BIKE
EGSN,LR82
EGSN,LUKK
EGSN,LBKJ
EGSN,HR-0018
EGSN,LOWI
EGSN,NL-0033
EGSN,MD-0003
EGSN,LOLW
EGSN,LZKC
EGSN,NL-0058
LOLK,LRBS
LOLK,LUCH
LOLK,LBSS
LOLK,MD-0001
LOLK,LDZA
LOLK,LASK
LOLK,EBTR
LOLK,LZDV
LOLK,EVEA
LOLK,SK-0018
LOLK,LZKC
LOLK,EBMA
LOLK,LUTR
LOLK,GB-0102
LOLK,LDZJ
LOLK,LV-0054
LOLK,LV-0028
LOLK,RO-0007
LOLK,EBCI
LOLK,BG-0019
LOLK,BG-0082
LOLK,LV-0010
LOLK,AT-0024
LOLK,LAGJ
LOLK,HR-0010
SK-0085,EBZU
SK-0085,LUCL
SK-0085,LDPN
SK-0085,LV-0052
SK-0085,GB-0881
SK-0085,LBKJ
SK-0085,HR-0009
SK-0085,AT-0024
SK-0085,GB-0596
SK-0085,RO-0003
SK-0085,BIKF
SK-0085,BIVI
SK-0085,LDRI
SK-0085,BINF
SK-0085,EBFS
SK-0085,GB-0143
SK-0085,BG-0007
SK-0085,BIFZ
SK-0085,GB-0639
LBSD,EVGA
LBSD,EVTA
LBSD,RO-0012
LBSD,LOGW
LBSD,LT-0012
LBSD,EBGB
LBSD,LDZJ
LBSD,EVEA
LBSD,LASK
LBSD,LV-0044
LBSD,EGCE
LBSD,BIHS
LBSD,EHNP
LBSD,BIHU
LBSD,GB-0450
LBSD,HR-0016
LBSD,LZTR
LBSD,SK-0013
LBSD,BITE
LOLW,LXGB
LOLW,LASR
LOLW,EVLA
LOLW,MD-0004
LOLW,NL-0062
LOLW,RO-0047
LOLW,RO-0056
LOLW,SK-0064
LOLW,EBBE
LOLW,SK-0007
LOLW,IS-0004
LOLW,RO-0012
LOLW,EBZU
LOLW,LOWG
LOLW,LAKO
LOLW,EHDL
LOLW,IS-0003
LOLW,GB-0826
LOLW,SK-0073
LOLW,LZTR
LOLW,HR-0015
LOLW,LRPH
LOLW,LOWW
LOLW,HR-0001
LOLW,EGSN
LOLW,EBMA
LOLW,NL-0045
LBBZ,X-VIE
LBBZ,EBLE
LBBZ,BG-0019
LBBZ,LOAN
LBBZ,BIBA
LBBZ,LXGB
LBBZ,GB-0450
LBBZ,EVLA
LBBZ,LOWW
LBBZ,BIHU
LBBZ,DE-0354
LBBZ,EHLW
LBBZ,LV-0028
LBBZ,LUTR
LBBZ,NL-0062
LBBZ,LBBG
LBBZ,EBAV
LBBZ,LZKC
LBBZ,LV-0013
LBBZ,EGCE
LBBZ,SK-0018
LBBZ,LDSB
LBBZ,HR-0009
LBBZ,LDPM
LBBZ,LOGW
LBBZ,BIGH
LBBZ,LV-0050
LOLU,HR-0001
LOLU,LATI
LOLU,BIRK
LOLU,RO-0047
LOLU,MD-0006
LOLU,BIVI
LOLU,GB-0881
LOLU,LDZS
LOLU,GB-0450
LOLU,LUBL
LOLU,NL-0143
LOLU,GB-OUK
LOLU,NL-0049
LOLU,EVLA
LOLU,GB-0897
LOLU,EBCS
LOLU,RO-0003
LOLU,BIRG
LOLU,LOWI
LOLU,LV-0040
LZRU,BIRK
LZRU,BG-0019
LZRU,LV-0013
LZRU,RO-0065
LZRU,EBSP
LZRU,EGSN
LZRU,GB-0011
LZRU,HR-0018
LZRU,EBUL
LZRU,LZKC
LZRU,EBBN
LZRU,LZDV
LZRU,EBMA
LZRU,RO-0041
LZRU,IS-0004
LZRU,LZNI
LZRU,LRTM
LZRU,RO-0001
LZRU,NL-0033
LZRU,EHMZ
LRBS,IS-0004
LRBS,LOLK
LRBS,BIGH
LRBS,SK-0073
LRBS,EBZR
LRBS,LAVL
LRBS,LUBL
LRBS,BIHL
LRBS,BITN
LRBS,GB-0897
LRBS,NL-0075
LRBS,EBBN
LRBS,BE-0007
LRBS,BG-0021
LRBS,EVGA
LRBS,LV-0052
LRBS,GB-0143
LRBS,LOWG
LRBS,SK-0075
LRBS,EHDL
LRBS,RO-0001
LRBS,LR82
LRBS,NL-0071
AL-LA10,BIGH
AL-LA10,GB-1021
AL-LA10,EBLE
AL-LA10,BG-0082
AL-LA10,LOWW
AL-LA10,MD-0001
AL-LA10,EBBZ
AL-LA10,LDPN
AL-LA10,MD-0007
AL-LA10,BG-0067
AL-LA10,LAKO
AL-LA10,LV-0032
AL-LA10,LBPR
AL-LA10,SK-0046
AL-LA10,SK-0009
AL-LA10,BITN
AL-LA10,LV-0013
AL-LA10,NL-0072
AL-LA10,BIVI
AL-LA10,EVLA
AL-LA10,EHNP
AL-LA10,LOWL
AL-LA10,NL-0045
AL-LA10,BIBL
LBSS,EGSN
LBSS,LV-0017
LBSS,BE-0029
LBSS,LOLK
LBSS,GB-0897
LBSS,LBPR
LBSS,LDPL
LBSS,RO-0056
LBSS,EHDL
LBSS,LV-0040
LBSS,LAKV
LBSS,SK-0009
LBSS,GB-0603
LBSS,LV-0032
LBSS,RO-0047
LBSS,LROD
LBSS,EBLE
LBSS,LV-0010
LBSS,GB-1021
LBSS,RO-0007
LBSS,MD-0004
LBSS,MD-0005
LBSS,LV-0050
SK-0082,EBCI
SK-0082,EBLZ
SK-0082,RO-0014
SK-0082,UATG
SK-0082,BIVI
SK-0082,GB-0639
SK-0082,NL-0072
SK-0082,LDZJ
SK-0082,LUTR
SK-0082,LDPN
GB-0102,HR-0009
GB-0102,LDRI
GB-0102,LDVC
GB-0102,BE-0029
GB-0102,GB-0897
GB-0102,AL-0003
GB-0102,GB-0826
GB-0102,BIBL
GB-0102,EHLW
GB-0102,EBLZ
GB-0102,LV-0028
GB-0102,SK-0073
GB-0102,BIFZ
GB-0102,SK-0018
GB-0102,LOLK
GB-0102,NL-0071
GB-0102,MD-0005
GB-0102,BG-0080
GB-0102,EGSN
GB-0102,BIVI
GB-0102,LV-0040
GB-0102,LOWZ
GB-0102,RO-0051
GB-0102,GB-OUK
GB-0102,RO-0041
GB-0102,LDPM
GB-0102,X-VIE
GB-0102,EBZU
GB-0102,LDZJ
LZDV,EBBN
LZDV,RO-0044
LZDV,LBBG
LZDV,GB-0011
LZDV,LZNI
LZDV,LV-0010
LZDV,LV-0052
LZDV,LDZJ
LZDV,HR-0018
LZDV,LOLK
LZDV,LDPM
LZDV,LZRU
LZDV,LAKO
LZDV,EBLE
LZDV,RO-0007
LZDV,LRTM
LZDV,EBZU
LZDV,LATI
LZDV,BE-0029
LZDV,BIBA
LZDV,GB-0881
LZDV,EBFS
LZDV,GB-0639
LZDV,BG-0030
LZDV,LV-0032
LZDV,RO-0047
NL-0143,LUTR
NL-0143,LDSB
NL-0143,GB-0986
NL-0143,LDZU
NL-0143,LDZA
NL-0143,RO-0011
NL-0143,LR82
NL-0143,AT-0024
NL-0143,EGSN
NL-0143,LUCH
NL-0143,NL-0075
NL-0143,BG-0067
NL-0143,LOLU
NL-0143,LOWZ
NL-0143,RO-0014
NL-0143,LV-0010
NL-0143,LBBG
LATI,LOLU
LATI,LUTR
LATI,LDZK
LATI,LV-0044
LATI,SK-0073
LATI,LASR
LATI,BG-0082
LATI,HR-0009
LATI,EBGB
LATI,LRCV
LATI,LOWL
LATI,LBBG
LATI,SK-0010
LATI,LOIA
LATI,LRPH
LATI,LDZS
LATI,BIFZ
LATI,BG-0080
LATI,LZDV
LATI,LUBM
LATI,EVGA
LATI,LOWI
LATI,BIHS
LATI,RO-0003
LATI,LB45
LATI,LAKO
RO-0007,SK-0046
RO-0007,BIHU
RO-0007,LUBL
RO-0007,IS-0004
RO-0007,LR82
RO-0007,BG-0110
RO-0007,EBMA
RO-0007,LDRI
RO-0007,LZDV
RO-0007,IS-0001
RO-0007,SK-0025
RO-0007,RO-0044
RO-0007,GB-0603
RO-0007,LOLK
RO-0007,LAKO
RO-0007,LBSS
RO-0007,EBLZ
RO-0007,NL-0062
RO-0007,LV-0053
RO-0007,NL-0070
RO-0007,GB-0162
RO-0007,LOIA
RO-0007,GB-0164
RO-0007,GB-OUK
LDZK,EVEA
LDZK,LOIA
LDZK,LATI
LDZK,EGCE
LDZK,BG-0110
LDZK,LOKW
LDZK,EBSP
LDZK,NL-0033
LDZK,MD-0001
LDZK,EBTR
LDZK,NL-0045
LDZK,BIHL
LDZK,HR-0020
LDZK,SK-0010
LDZK,LUBL
LDZK,RO-0001
LDZK,BG-0082
LDZK,LOKM
LDZK,LZNI
LDZK,MD-0006
LDZK,LBKJ
LDZK,LASR
LDZK,EBBE
LUKK,LOWL
LUKK,EBSP
LUKK,RO-0041
LUKK,LDVC
LUKK,NL-0071
LUKK,BIRK
LUKK,BE-0007
LUKK,SK-0009
LUKK,BG-0103
LUKK,NL-0062
LUKK,SK-0046
LUKK,BIFF
LUKK,LZTR
LUKK,LUBL
LUKK,LOAN
LUKK,LRPH
LUKK,LV-0010
LUKK,LAKO
LUKK,AT-0024
LUKK,GB-0639
LUKK,SK-0018
LUKK,IS-0001
LUKK,LDRI
LUKK,EGSN
LUKK,RO-0001
LUKK,HR-0018
LDZJ,EBTR
LDZJ,NL-0008
LDZJ,LV-0053
LDZJ,LV-0010
LDZJ,BG-0067
LDZJ,BIGH
LDZJ,LOWS
LDZJ,LV-0017
LDZJ,LR82
LDZJ,LZDV
LDZJ,LBPR
LDZJ,MD-0006
LDZJ,GB-1021
LDZJ,SK-0082
LDZJ,EHMZ
LDZJ,LBSD
LDZJ,IS-0001
LDZJ,SK-0010
LDZJ,LOLK
LDZJ,EVEA
LDZJ,SK-0064
LDZJ,GB-0011
LDZJ,BIBA
LDZJ,LV-0013
LDZJ,GB-0302
LDZJ,GB-0102
RO-0003,MD-0005
RO-0003,UATG
RO-0003,LUTR
RO-0003,NL-0071
RO-0003,LASK
RO-0003,EBZR
RO-0003,MD-0007
RO-0003,BG-0080
RO-0003,BIKF
RO-0003,NL-0023
RO-0003,SK-0073
RO-0003,EBBN
RO-0003,EBBZ
RO-0003,UGMS
RO-0003,GB-0302
RO-0003,MD-0003
RO-0003,LV-0052
RO-0003,SK-0085
RO-0003,BG-0037
RO-0003,LV-0010
RO-0003,BIHS
RO-0003,LATI
RO-0003,LOLU
RO-0003,BE-0007
RO-0003,NL-0056
RO-0003,EBMA
RO-0003,BG-0110
RO-0001,MD-0002
RO-0001,RO-0014
RO-0001,LT-0012
RO-0001,SK-0046
RO-0001,EBCS
RO-0001,EHNP
RO-0001,LV-1288
RO-0001,EBSP
RO-0001,LROD
RO-0001,LOGP
RO-0001,LASR
RO-0001,NL-0056
RO-0001,BIHU
RO-0001,EBFS
RO-0001,EBGB
RO-0001,LDZK
RO-0001,LZRU
RO-0001,NL-0008
RO-0001,LUTR
RO-0001,SK-0010
RO-0001,AT-0024
RO-0001,RO-0051
RO-0001,BIKF
RO-0001,EGDA
RO-0001,MD-0001
RO-0001,RO-0067
RO-0001,IS-0001
RO-0001,LUKK
RO-0001,NL-0058
RO-0001,LRBS
LDZU,LBBG
LDZU,LASK
LDZU,AT-0024
LDZU,HR-0016
LDZU,EBZU
LDZU,NL-0143
LDZU,LOIA
LDZU,EGSN
LDZU,BIFF
LDZU,GB-0897
LDZU,SK-0007
LDZU,LBPR
LDZU,EBLE
LDZU,BG-0067
LDZU,NL-0056
LDZU,GB-0826
LDZU,SK-0009
LDZU,LDPM
LDZU,NL-0023
LDZU,SK-0064
LDZU,LZNI
LDZU,AL-0010
LDZU,LV-0010
LDZU,BIHL
LDZU,BITN
LDZU,LDRG
LDZS,LZTR
LDZS,LV-0051
LDZS,BIRG
LDZS,HR-0015
LDZS,BG-0119
LDZS,BG-0067
LDZS,LV-0015
LDZS,GB-0881
LDZS,LV-0040
LDZS,LATI
LDZS,GB-0986
LDZS,LOLU
LDZS,LV-0054
LDZS,LUBM
LDZS,RO-0056
LDZS,RO-0012
LDZS,LOWW
LDZS,IS-0001
LDZS,RO-0060
BG-0080,LDPL
BG-0080,EBAV
BG-0080,LDVC
BG-0080,LOWZ
BG-0080,SK-0009
BG-0080,GB-0603
BG-0080,LUBM
BG-0080,BG-0110
BG-0080,LASK
BG-0080,RO-0003
BG-0080,GB-0986
BG-0080,GB-0897
BG-0080,LV-0013
BG-0080,LR82
BG-0080,LATI
BG-0080,LV-0044
BG-0080,RO-0060
BG-0080,GB-0102
BG-0080,LDSB
BG-0080,LOIJ
BG-0080,LV-0028
BG-0080,NL-0049
BG-0080,EGCE
BG-0080,SK-0011
BG-0080,EBZU
BG-0080,BG-0082
BG-0080,SK-0065
BG-0080,EHDL
BG-0082,BIVI
BG-0082,LAKV
BG-0082,EBZU
BG-0082,AL-LA10
BG-0082,RO-0051
BG-0082,LASR
BG-0082,RO-0044
BG-0082,DE-0354
BG-0082,LATI
BG-0082,GB-0937
BG-0082,LV-0032
BG-0082,RO-0047
BG-0082,LOWI
BG-0082,BIBL
BG-0082,BIRG
BG-0082,BIKE
BG-0082,LOLK
BG-0082,LDZK
BG-0082,BIFF
BG-0082,SK-0011
BG-0082,BG-0080
BG-0082,LRTM
NL-0023,BITN
NL-0023,LZTR
NL-0023,LV-0044
NL-0023,LUCH
NL-0023,MD-0006
NL-0023,BINF
NL-0023,EBTR
NL-0023,LT-0012
NL-0023,RO-0041
NL-0023,LUBL
NL-0023,BITE
NL-0023,RO-0003
NL-0023,BIBL
NL-0023,GB-0143
NL-0023,LRCV
NL-0023,EBUL
NL-0023,MD-0007
NL-0023,SK-0009
NL-0023,BG-0030
NL-0023,LDZU
NL-0023,LAKO
NL-0023,NL-0056
NL-0023,LV-0040
NL-0023,LV-0015
NL-0023,EHGG
NL-0023,LBWB
NL-0023,IS-0004
NL-0023,RO-0012
NL-0023,LV-0053
NL-0023,SK-0064
NL-0023,NL-0070
NL-0023,BIRK
GB-0596,LOGW
GB-0596,SK-0009
GB-0596,BIHL
GB-0596,SK-0073
GB-0596,GB-0881
GB-0596,BG-0119
GB-0596,SK-0085
GB-0596,EBBE
GB-0596,LV-0051
GB-0596,IS-0001
GB-0596,LOAN
GB-0596,GB-0143
GB-0596,EHGG
GB-0596,SK-0065
GB-0596,BIBA
GB-0596,NL-0056
GB-0596,BIGH
GB-0596,BG-0110
GB-0596,EBLE
GB-0596,LBKJ
BIRG,HR-0015
BIRG,BIFF
BIRG,HR-0010
BIRG,X-VIE
BIRG,LDZS
BIRG,LAKV
BIRG,EVGA
BIRG,RO-0067
BIRG,GB-0639
BIRG,MD-0007
BIRG,SK-0075
BIRG,BG-0082
BIRG,BIKF
BIRG,LOLU
BIRG,LBKJ
BIRG,BIFZ
BIRG,BG-0119
BIRG,RO-0047
BIRG,LDRG
BIRG,SK-0073
BIRG,GB-0011
EGCE,LDPM
EGCE,LBWB
EGCE,RO-0011
EGCE,LDZK
EGCE,X-VIE
EGCE,IS-0001
EGCE,GB-0302
EGCE,LOKM
EGCE,KZ-0062
EGCE,LBSD
EGCE,EVGA
EGCE,LV-1288
EGCE,NL-0072
EGCE,BIRK
EGCE,LBBZ
EGCE,BG-0080
EGCE,AL-0003
EGCE,HR-0018
EGCE,EBOT
EGCE,LAVL
EGCE,GB-0937
