AirfieldName,Time,WeatherCode
AE,1681344000,8
AE,1681365600,31
AE,1681387200,21
AE,1681408800,24
AE,1681430400,21
AE,1681452000,12
AE,1681473600,15
AE,1681495200,22
AE,1681516800,13
AE,1681538400,13
AE,1681560000,17
AE,1681581600,13
AE,1681603200,31
AE,1681624800,18
AE,1681646400,14
AE,1681668000,15
AE,1681689600,25
AE,1681711200,29
AE,1681732800,22
AE,1681754400,28
AE,1681776000,21
AE,1681797600,18
AE,1681819200,15
AE,1681840800,19
AE,1681862400,16
AE,1681884000,24
AE,1681905600,10
AE,1681927200,12
AE,1681948800,23
AE,1681970400,24
AE,1681992000,30
AE,1682013600,6
AE,1682035200,17
AE,1682056800,6
AE,1682078400,10
AE,1682100000,8
AE,1682121600,26
AE,1682143200,24
AE,1682164800,3
AE,1682186400,11
AE,1682208000,22
AE,1682229600,11
AE,1682251200,20
AE,1682272800,2
AE,1682294400,15
AE,1682316000,2
AE,1682337600,12
AE,1682359200,25
AE,1682380800,18
AE,1682402400,1
AE,1682424000,3
AE,1682445600,21
AE,1682467200,19
AE,1682488800,0
AE,1682510400,23
AE,1682532000,14
AE,1682553600,7
AE,1682575200,26
AE,1682596800,27
AE,1682618400,12
AE,1682640000,14
AE,1682661600,11
AE,1682683200,8
AE,1682704800,24
AE,1682726400,15
AE,1682748000,6
AE,1682769600,12
AE,1682791200,28
AE,1682812800,8
AE,1682834400,23
AE,1682856000,3
AE,1682877600,30
AE,1682899200,27
AF,1680307200,7
AF,1680328800,5
AF,1680350400,23
AF,1680372000,10
AF,1680393600,19
AF,1680415200,20
AF,1680436800,22
AF,1680458400,13
AF,1680480000,7
AF,1680501600,25
AF,1680523200,13
AF,1680544800,21
AF,1680566400,30
AF,1680588000,15
AF,1680609600,19
AF,1680631200,13
AF,1680652800,30
AF,1680674400,20
AF,1680696000,6
AF,1680717600,8
AF,1680739200,12
AF,1680760800,20
AF,1680782400,16
AF,1680804000,22
AF,1680825600,9
AF,1680847200,18
AF,1680868800,12
AF,1680890400,9
AF,1680912000,7
AF,1680933600,8
AF,1680955200,11
AF,1680976800,5
AF,1680998400,0
AF,1681020000,8
AF,1681041600,23
AF,1681063200,14
AF,1681084800,11
AF,1681106400,20
AF,1681128000,9
AF,1681149600,23
AF,1681171200,29
AF,1681192800,20
AF,1681214400,19
AF,1681236000,11
AF,1681257600,0
AF,1681279200,13
AF,1681300800,3
AF,1681322400,28
AF,1681344000,18
AF,1681365600,24
AF,1681387200,23
AF,1681408800,25
AF,1681430400,27
AF,1681452000,7
AF,1681473600,21
AF,1681495200,22
AF,1681516800,17
AF,1681538400,31
AF,1681560000,6
AF,1681581600,14
AF,1681603200,13
AF,1681624800,28
AF,1681646400,11
AF,1681668000,25
AF,1681689600,5
AF,1681711200,3
AF,1681732800,4
AF,1681754400,7
AF,1681776000,21
AF,1681797600,11
AF,1681819200,29
AF,1681840800,8
AF,1681862400,2
AF,1681884000,9
AF,1681905600,13
AF,1681927200,1
AF,1681948800,27
AF,1681970400,5
AF,1681992000,25
AF,1682013600,1
AF,1682035200,1
AF,1682056800,18
AF,1682078400,10
AF,1682100000,15
AF,1682121600,15
AF,1682143200,19
AF,1682164800,12
AF,1682186400,3
AF,1682208000,11
AF,1682229600,31
AF,1682251200,6
AF,1682272800,21
AF,1682294400,7
AF,1682316000,31
AF,1682337600,31
AF,1682359200,28
AF,1682380800,20
AF,1682402400,20
AF,1682424000,5
AF,1682445600,31
AF,1682467200,8
AF,1682488800,21
AF,1682510400,1
AF,1682532000,19
AF,1682553600,1
AF,1682575200,26
AF,1682596800,10
AF,1682618400,27
AF,1682640000,7
AF,1682661600,26
AF,1682683200,20
AF,1682704800,23
AF,1682726400,23
AF,1682748000,14
AF,1682769600,14
AF,1682791200,7
AF,1682812800,0
AF,1682834400,1
AF,1682856000,17
AF,1682877600,26
AF,1682899200,10
AL,1680307200,0
AL,1680328800,5
AL,1680350400,16
AL,1680372000,2
AL,1680393600,19
AL,1680415200,2
AL,1680436800,0
AL,1680458400,21
AL,1680480000,31
AL,1680501600,4
AL,1680523200,13
AL,1680544800,28
AL,1680566400,25
AL,1680588000,2
AL,1680609600,10
AL,1680631200,5
AL,1680652800,26
AL,1680674400,3
AL,1680696000,14
AL,1680717600,18
AL,1680739200,2
AL,1680760800,31
AL,1680782400,7
AL,1680804000,19
AL,1680825600,10
AL,1680847200,25
AL,1680868800,30
AL,1680890400,7
AL,1680912000,5
AL,1680933600,20
AL,1680955200,30
AL,1680976800,0
AL,1680998400,27
AL,1681020000,26
AL,1681041600,20
AL,1681063200,27
AL,1681084800,10
AL,1681106400,12
AL,1681128000,27
AL,1681149600,0
AL,1681171200,11
AL,1681192800,17
AL,1681214400,2
AL,1681236000,22
AL,1681257600,5
AL,1681279200,23
AL,1681300800,15
AL,1681322400,8
AL,1681344000,27
AL,1681365600,15
AL,1681387200,4
AL,1681408800,2
AL,1681430400,23
AL,1681452000,11
AL,1681473600,26
AL,1681495200,17
AL,1681516800,3
AL,1681538400,11
AL,1681560000,9
AL,1681581600,2
AL,1681603200,22
AL,1681624800,19
AL,1681646400,23
AL,1681668000,26
AL,1681689600,21
AL,1681711200,12
AL,1681732800,5
AL,1681754400,16
AL,1681776000,7
AL,1681797600,4
AL,1681819200,19
AL,1681840800,10
AL,1681862400,29
AL,1681884000,24
AL,1681905600,14
AL,1681927200,24
AL,1681948800,7
AL,1681970400,0
AL,1681992000,0
AL,1682013600,0
AL,1682035200,11
AL,1682056800,2
AL,1682078400,23
AL,1682100000,22
AL,1682121600,22
AL,1682143200,24
AL,1682164800,28
AL,1682186400,4
AL,1682208000,25
AL,1682229600,21
AL,1682251200,7
AL,1682272800,13
AL,1682294400,9
AL,1682316000,1
AL,1682337600,15
AL,1682359200,15
AL,1682380800,28
AL,1682402400,8
AL,1682424000,13
AL,1682445600,22
AL,1682467200,4
AL,1682488800,26
AL,1682510400,9
AL,1682532000,22
AL,1682553600,26
AL,1682575200,6
AL,1682596800,7
AL,1682618400,20
AL,1682640000,18
AL,1682661600,4
AL,1682683200,20
AL,1682704800,13
AL,1682726400,9
AL,1682748000,2
AL,1682769600,6
AL,1682791200,26
AL,1682812800,9
AL,1682834400,30
AL,1682856000,14
AL,1682877600,5
AL,1682899200,10
AM,1680307200,9
AM,1680328800,22
AM,1680350400,22
AM,1680372000,17
AM,1680393600,4
AM,1680415200,10
AM,1680436800,8
AM,1680458400,10
AM,1680480000,17
AM,1680501600,14
AM,1680523200,2
AM,1680544800,5
AM,1680566400,21
AM,1680588000,30
AM,1680609600,6
AM,1680631200,24
AM,1680652800,22
AM,1680674400,9
AM,1680696000,21
AM,1680717600,27
AM,1680739200,2
AM,1680760800,31
AM,1680782400,7
AM,1680804000,9
AM,1680825600,7
AM,1680847200,12
AM,1680868800,15
AM,1680890400,19
AM,1680912000,3
AM,1680933600,15
AM,1680955200,26
AM,1680976800,11
AM,1680998400,12
AM,1681020000,25
AM,1681041600,2
AM,1681063200,25
AM,1681084800,29
AM,1681106400,29
AM,1681128000,6
AM,1681149600,26
AM,1681171200,28
AM,1681192800,0
AM,1681214400,16
AM,1681236000,7
AM,1681257600,23
AM,1681279200,29
AM,1681300800,14
AM,1681322400,1
AM,1681344000,27
AM,1681365600,24
AM,1681387200,2
AM,1681408800,26
AM,1681430400,24
AM,1681452000,23
AM,1681473600,3
AM,1681495200,2
AM,1681516800,7
AM,1681538400,23
AM,1681560000,1
AM,1681581600,16
AM,1681603200,27
AM,1681624800,30
AM,1681646400,2
AM,1681668000,2
AM,1681689600,27
AM,1681711200,23
AM,1681732800,1
AM,1681754400,26
AM,1681776000,16
AM,1681797600,24
AM,1681819200,2
AM,1681840800,28
AM,1681862400,8
AM,1681884000,21
AM,1681905600,24
AM,1681927200,31
AM,1681948800,18
AM,1681970400,6
AM,1681992000,4
AM,1682013600,12
AM,1682035200,23
AM,1682056800,26
AM,1682078400,24
AM,1682100000,9
AM,1682121600,14
AM,1682143200,18
AM,1682164800,25
AM,1682186400,29
AM,1682208000,25
AM,1682229600,23
AM,1682251200,10
AM,1682272800,15
AM,1682294400,9
AM,1682316000,21
AM,1682337600,8
AM,1682359200,29
AM,1682380800,26
AM,1682402400,30
AM,1682424000,18
AM,1682445600,25
AM,1682467200,8
AM,1682488800,24
AM,1682510400,8
AM,1682532000,4
AM,1682553600,12
AM,1682575200,12
AM,1682596800,12
AM,1682618400,26
AM,1682640000,6
AM,1682661600,13
AM,1682683200,31
AM,1682704800,5
AM,1682726400,28
AM,1682748000,6
AM,1682769600,29
AM,1682791200,20
AM,1682812800,11
AM,1682834400,14
AM,1682856000,16
AM,1682877600,8
AM,1682899200,17
AO,1680307200,14
AO,1680328800,13
AO,1680350400,0
AO,1680372000,11
AO,1680393600,18
AO,1680415200,1
AO,1680436800,7
AO,1680458400,3
AO,1680480000,6
AO,1680501600,9
AO,1680523200,12
AO,1680544800,28
AO,1680566400,29
AO,1680588000,15
AO,1680609600,31
AO,1680631200,23
AO,1680652800,1
AO,1680674400,12
AO,1680696000,27
AO,1680717600,11
AO,1680739200,27
AO,1680760800,12
AO,1680782400,18
AO,1680804000,28
AO,1680825600,15
AO,1680847200,9
AO,1680868800,23
AO,1680890400,29
AO,1680912000,6
AO,1680933600,2
AO,1680955200,5
AO,1680976800,28
AO,1680998400,3
AO,1681020000,22
AO,1681041600,5
AO,1681063200,4
AO,1681084800,14
AO,1681106400,3
AO,1681128000,4
AO,1681149600,23
AO,1681171200,24
AO,1681192800,14
AO,1681214400,24
AO,1681236000,21
AO,1681257600,20
AO,1681279200,28
AO,1681300800,12
AO,1681322400,11
AO,1681344000,3
AO,1681365600,14
AO,1681387200,22
AO,1681408800,2
AO,1681430400,30
AO,1681452000,26
AO,1681473600,31
AO,1681495200,21
AO,1681516800,27
AO,1681538400,13
AO,1681560000,17
AO,1681581600,18
AO,1681603200,31
AO,1681624800,16
AO,1681646400,4
AO,1681668000,23
AO,1681689600,17
AO,1681711200,24
AO,1681732800,28
AO,1681754400,22
AO,1681776000,24
AO,1681797600,20
AO,1681819200,1
AO,1681840800,23
AO,1681862400,17
AO,1681884000,1
AO,1681905600,12
AO,1681927200,20
AO,1681948800,5
AO,1681970400,27
AO,1681992000,10
AO,1682013600,12
AO,1682035200,24
AO,1682056800,23
AO,1682078400,8
AO,1682100000,0
AO,1682121600,1
AO,1682143200,22
AO,1682164800,19
AO,1682186400,18
AO,1682208000,15
AO,1682229600,21
AO,1682251200,10
AO,1682272800,7
AO,1682294400,16
AO,1682316000,6
AO,1682337600,10
AO,1682359200,2
AO,1682380800,15
AO,1682402400,25
AO,1682424000,17
AO,1682445600,14
AO,1682467200,12
AO,1682488800,7
AO,1682510400,17
AO,1682532000,9
AO,1682553600,6
AO,1682575200,28
AO,1682596800,13
AO,1682618400,17
AO,1682640000,24
AO,1682661600,10
AO,1682683200,30
AO,1682704800,19
AO,1682726400,0
AO,1682748000,27
AO,1682769600,11
AO,1682791200,3
AO,1682812800,21
AO,1682834400,19
AO,1682856000,29
AO,1682877600,6
AO,1682899200,19
AQ,1680307200,1
AQ,1680328800,18
AQ,1680350400,27
AQ,1680372000,19
AQ,1680393600,19
AQ,1680415200,7
AQ,1680436800,2
AQ,1680458400,11
AQ,1680480000,26
AQ,1680501600,31
AQ,1680523200,19
AQ,1680544800,28
AQ,1680566400,0
AQ,1680588000,13
AQ,1680609600,8
AQ,1680631200,27
AQ,1680652800,18
AQ,1680674400,3
AQ,1680696000,16
AQ,1680717600,21
AQ,1680739200,22
AQ,1680760800,23
AQ,1680782400,28
AQ,1680804000,15
AQ,1680825600,8
AQ,1680847200,22
AQ,1680868800,7
AQ,1680890400,24
AQ,1680912000,27
AQ,1680933600,21
AQ,1680955200,0
AQ,1680976800,27
AQ,1680998400,11
AQ,1681020000,12
AQ,1681041600,17
AQ,1681063200,6
AQ,1681084800,2
AQ,1681106400,31
AQ,1681128000,28
AQ,1681149600,0
AQ,1681171200,25
AQ,1681192800,30
AQ,1681214400,15
AQ,1681236000,11
AQ,1681257600,6
AQ,1681279200,15
AQ,1681300800,13
AQ,1681322400,16
AQ,1681344000,3
AQ,1681365600,5
AQ,1681387200,7
AQ,1681408800,19
AQ,1681430400,16
AQ,1681452000,25
AQ,1681473600,12
AQ,1681495200,23
AQ,1681516800,25
AQ,1681538400,15
AQ,1681560000,12
AQ,1681581600,4
AQ,1681603200,4
AQ,1681624800,1
AQ,1681646400,11
AQ,1681668000,12
AQ,1681689600,14
AQ,1681711200,22
AQ,1681732800,10
AQ,1681754400,15
AQ,1681776000,11
AQ,1681797600,5
AQ,1681819200,27
AQ,1681840800,19
AQ,1681862400,13
AQ,1681884000,27
AQ,1681905600,7
AQ,1681927200,3
AQ,1681948800,2
AQ,1681970400,23
AQ,1681992000,5
AQ,1682013600,6
AQ,1682035200,10
AQ,1682056800,15
AQ,1682078400,17
AQ,1682100000,12
AQ,1682121600,0
AQ,1682143200,18
AQ,1682164800,31
AQ,1682186400,22
AQ,1682208000,4
AQ,1682229600,6
AQ,1682251200,10
AQ,1682272800,27
AQ,1682294400,13
AQ,1682316000,19
AQ,1682337600,3
AQ,1682359200,14
AQ,1682380800,13
AQ,1682402400,12
AQ,1682424000,3
AQ,1682445600,18
AQ,1682467200,1
AQ,1682488800,21
AQ,1682510400,2
AQ,1682532000,6
AQ,1682553600,21
AQ,1682575200,15
AQ,1682596800,30
AQ,1682618400,5
AQ,1682640000,19
AQ,1682661600,9
AQ,1682683200,12
AQ,1682704800,5
AQ,1682726400,1
AQ,1682748000,28
AQ,1682769600,21
AQ,1682791200,18
AQ,1682812800,0
AQ,1682834400,15
AQ,1682856000,17
AQ,1682877600,19
AQ,1682899200,28
AR,1680307200,6
AR,1680328800,1
AR,1680350400,6
AR,1680372000,21
AR,1680393600,10
AR,1680415200,6
AR,1680436800,21
AR,1680458400,31
AR,1680480000,29
AR,1680501600,21
AR,1680523200,21
AR,1680544800,5
AR,1680566400,30
AR,1680588000,22
AR,1680609600,5
AR,1680631200,9
AR,1680652800,12
AR,1680674400,1
AR,1680696000,26
AR,1680717600,31
AR,1680739200,9
AR,1680760800,17
AR,1680782400,17
AR,1680804000,23
AR,1680825600,22
AR,1680847200,7
AR,1680868800,4
AR,1680890400,8
AR,1680912000,16
AR,1680933600,13
AR,1680955200,11
AR,1680976800,15
AR,1680998400,23
AR,1681020000,12
AR,1681041600,8
AR,1681063200,14
AR,1681084800,21
AR,1681106400,17
AR,1681128000,7
AR,1681149600,18
AR,1681171200,17
AR,1681192800,10
AR,1681214400,26
AR,1681236000,3
AR,1681257600,0
AR,1681279200,28
AR,1681300800,18
AR,1681322400,7
AR,1681344000,6
AR,1681365600,25
AR,1681387200,28
AR,1681408800,16
AR,1681430400,16
AR,1681452000,4
AR,1681473600,25
AR,1681495200,20
AR,1681516800,15
AR,1681538400,4
AR,1681560000,0
AR,1681581600,20
AR,1681603200,18
AR,1681624800,7
AR,1681646400,10
AR,1681668000,17
AR,1681689600,15
AR,1681711200,7
AR,1681732800,16
AR,1681754400,17
AR,1681776000,15
AR,1681797600,27
AR,1681819200,14
AR,1681840800,6
AR,1681862400,4
AR,1681884000,19
AR,1681905600,16
AR,1681927200,6
AR,1681948800,17
AR,1681970400,2
AR,1681992000,15
AR,1682013600,25
AR,1682035200,26
AR,1682056800,18
AR,1682078400,25
AR,1682100000,4
AR,1682121600,16
AR,1682143200,16
AR,1682164800,7
AR,1682186400,19
AR,1682208000,28
AR,1682229600,8
AR,1682251200,17
AR,1682272800,18
AR,1682294400,0
AR,1682316000,5
AR,1682337600,7
AR,1682359200,12
AR,1682380800,20
AR,1682402400,28
AR,1682424000,14
AR,1682445600,11
AR,1682467200,18
AR,1682488800,23
AR,1682510400,8
AR,1682532000,20
AR,1682553600,7
AR,1682575200,18
AR,1682596800,25
AR,1682618400,7
AR,1682640000,17
AR,1682661600,6
AR,1682683200,9
AR,1682704800,29
AR,1682726400,30
AR,1682748000,31
AR,1682769600,12
AR,1682791200,7
AR,1682812800,28
AR,1682834400,16
AR,1682856000,24
AR,1682877600,13
AR,1682899200,9
AS,1680307200,12
AS,1680328800,20
AS,1680350400,28
AS,1680372000,31
AS,1680393600,27
AS,1680415200,20
AS,1680436800,13
AS,1680458400,13
AS,1680480000,16
AS,1680501600,8
AS,1680523200,18
AS,1680544800,22
AS,1680566400,28
AS,1680588000,20
AS,1680609600,8
AS,1680631200,20
AS,1680652800,12
AS,1680674400,25
AS,1680696000,18
AS,1680717600,27
AS,1680739200,9
AS,1680760800,18
AS,1680782400,30
AS,1680804000,16
AS,1680825600,1
AS,1680847200,17
AS,1680868800,22
AS,1680890400,10
AS,1680912000,24
AS,1680933600,11
AS,1680955200,16
AS,1680976800,0
AS,1680998400,15
AS,1681020000,1
AS,1681041600,13
AS,1681063200,19
AS,1681084800,14
AS,1681106400,31
AS,1681128000,15
AS,1681149600,25
AS,1681171200,4
AS,1681192800,6
AS,1681214400,21
AS,1681236000,15
AS,1681257600,4
AS,1681279200,13
AS,1681300800,27
AS,1681322400,1
AS,1681344000,21
AS,1681365600,14
AS,1681387200,31
AS,1681408800,0
AS,1681430400,14
AS,1681452000,16
AS,1681473600,21
AS,1681495200,24
AS,1681516800,13
AS,1681538400,13
AS,1681560000,21
AS,1681581600,7
AS,1681603200,21
AS,1681624800,3
AS,1681646400,30
AS,1681668000,16
AS,1681689600,7
AS,1681711200,4
AS,1681732800,13
AS,1681754400,24
AS,1681776000,1
AS,1681797600,12
AS,1681819200,8
AS,1681840800,3
AS,1681862400,4
AS,1681884000,1
AS,1681905600,21
AS,1681927200,28
AS,1681948800,24
AS,1681970400,18
AS,1681992000,14
AS,1682013600,28
AS,1682035200,13
AS,1682056800,2
AS,1682078400,31
AS,1682100000,8
AS,1682121600,27
AS,1682143200,23
AS,1682164800,14
AS,1682186400,27
AS,1682208000,30
AS,1682229600,10
AS,1682251200,19
AS,1682272800,0
AS,1682294400,16
AS,1682316000,10
AS,1682337600,20
AS,1682359200,24
AS,1682380800,5
AS,1682402400,15
AS,1682424000,3
AS,1682445600,9
AS,1682467200,12
AS,1682488800,23
AS,1682510400,6
AS,1682532000,30
AS,1682553600,0
AS,1682575200,14
AS,1682596800,0
AS,1682618400,24
AS,1682640000,16
AS,1682661600,27
AS,1682683200,7
AS,1682704800,3
AS,1682726400,0
AS,1682748000,8
AS,1682769600,13
AS,1682791200,30
AS,1682812800,21
AS,1682834400,12
AS,1682856000,20
AS,1682877600,3
AS,1682899200,24
AT,1680307200,3
AT,1680328800,9
AT,1680350400,3
AT,1680372000,29
AT,1680393600,20
AT,1680415200,21
AT,1680436800,3
AT,1680458400,3
AT,1680480000,14
AT,1680501600,20
AT,1680523200,0
AT,1680544800,2
AT,1680566400,16
AT,1680588000,29
AT,1680609600,14
AT,1680631200,5
AT,1680652800,29
AT,1680674400,29
AT,1680696000,0
AT,1680717600,26
AT,1680739200,14
AT,1680760800,26
AT,1680782400,4
AT,1680804000,6
AT,1680825600,31
AT,1680847200,26
AT,1680868800,0
AT,1680890400,11
AT,1680912000,2
AT,1680933600,7
AT,1680955200,9
AT,1680976800,3
AT,1680998400,24
AT,1681020000,25
AT,1681041600,17
AT,1681063200,31
AT,1681084800,30
AT,1681106400,6
AT,1681128000,25
AT,1681149600,20
AT,1681171200,0
AT,1681192800,31
AT,1681214400,1
AT,1681236000,1
AT,1681257600,6
AT,1681279200,16
AT,1681300800,9
AT,1681322400,22
AT,1681344000,25
AT,1681365600,16
AT,1681387200,21
AT,1681408800,4
AT,1681430400,1
AT,1681452000,9
AT,1681473600,18
AT,1681495200,19
AT,1681516800,6
AT,1681538400,19
AT,1681560000,20
AT,1681581600,9
AT,1681603200,21
AT,1681624800,30
AT,1681646400,6
AT,1681668000,20
AT,1681689600,18
AT,1681711200,26
AT,1681732800,20
AT,1681754400,5
AT,1681776000,7
AT,1681797600,22
AT,1681819200,17
AT,1681840800,20
AT,1681862400,0
AT,1681884000,13
AT,1681905600,17
AT,1681927200,21
AT,1681948800,25
AT,1681970400,12
AT,1681992000,3
AT,1682013600,23
AT,1682035200,1
AT,1682056800,10
AT,1682078400,30
AT,1682100000,16
AT,1682121600,22
AT,1682143200,3
AT,1682164800,14
AT,1682186400,25
AT,1682208000,29
AT,1682229600,17
AT,1682251200,21
AT,1682272800,3
AT,1682294400,24
AT,1682316000,5
AT,1682337600,22
AT,1682359200,31
AT,1682380800,25
AT,1682402400,21
AT,1682424000,6
AT,1682445600,28
AT,1682467200,5
AT,1682488800,12
AT,1682510400,2
AT,1682532000,2
AT,1682553600,17
AT,1682575200,20
AT,1682596800,9
AT,1682618400,9
AT,1682640000,12
AT,1682661600,11
AT,1682683200,25
AT,1682704800,29
AT,1682726400,13
AT,1682748000,1
AT,1682769600,31
AT,1682791200,9
AT,1682812800,26
AT,1682834400,13
AT,1682856000,5
AT,1682877600,0
AT,1682899200,23
AU,1680307200,7
AU,1680328800,19
AU,1680350400,1
AU,1680372000,11
AU,1680393600,17
AU,1680415200,10
AU,1680436800,27
AU,1680458400,19
AU,1680480000,6
AU,1680501600,29
AU,1680523200,17
AU,1680544800,25
AU,1680566400,6
AU,1680588000,22
AU,1680609600,28
AU,1680631200,25
AU,1680652800,8
AU,1680674400,11
AU,1680696000,22
AU,1680717600,8
AU,1680739200,0
AU,1680760800,15
AU,1680782400,29
AU,1680804000,26
AU,1680825600,25
AU,1680847200,29
AU,1680868800,16
AU,1680890400,17
AU,1680912000,9
AU,1680933600,22
AU,1680955200,30
AU,1680976800,7
AU,1680998400,24
AU,1681020000,28
AU,1681041600,28
AU,1681063200,20
AU,1681084800,29
AU,1681106400,13
AU,1681128000,2
AU,1681149600,30
AU,1681171200,3
AU,1681192800,28
AU,1681214400,10
AU,1681236000,26
AU,1681257600,17
AU,1681279200,5
AU,1681300800,11
AU,1681322400,13
AU,1681344000,15
AU,1681365600,21
AU,1681387200,30
AU,1681408800,23
AU,1681430400,9
AU,1681452000,2
AU,1681473600,31
AU,1681495200,16
AU,1681516800,14
AU,1681538400,0
AU,1681560000,13
AU,1681581600,13
AU,1681603200,26
AU,1681624800,26
AU,1681646400,27
AU,1681668000,10
AU,1681689600,28
AU,1681711200,27
AU,1681732800,6
AU,1681754400,11
AU,1681776000,13
AU,1681797600,31
AU,1681819200,17
AU,1681840800,28
AU,1681862400,2
AU,1681884000,26
AU,1681905600,26
AU,1681927200,20
AU,1681948800,21
AU,1681970400,3
AU,1681992000,21
AU,1682013600,0
AU,1682035200,24
AU,1682056800,11
AU,1682078400,20
AU,1682100000,13
AU,1682121600,10
AU,1682143200,0
AU,1682164800,0
AU,1682186400,25
AU,1682208000,7
AU,1682229600,18
AU,1682251200,7
AU,1682272800,29
AU,1682294400,20
AU,1682316000,2
AU,1682337600,3
AU,1682359200,26
AU,1682380800,25
AU,1682402400,16
AU,1682424000,3
AU,1682445600,30
AU,1682467200,5
AU,1682488800,20
AU,1682510400,5
AU,1682532000,21
AU,1682553600,27
AU,1682575200,30
AU,1682596800,0
AU,1682618400,13
AU,1682640000,14
AU,1682661600,0
AU,1682683200,9
AU,1682704800,30
AU,1682726400,11
AU,1682748000,0
AU,1682769600,7
AU,1682791200,25
AU,1682812800,22
AU,1682834400,17
AU,1682856000,13
AU,1682877600,10
AU,1682899200,0
AZ,1680307200,4
AZ,1680328800,8
AZ,1680350400,5
AZ,1680372000,28
AZ,1680393600,20
AZ,1680415200,25
AZ,1680436800,0
AZ,1680458400,31
AZ,1680480000,9
AZ,1680501600,27
AZ,1680523200,12
AZ,1680544800,19
AZ,1680566400,11
AZ,1680588000,4
AZ,1680609600,8
AZ,1680631200,4
AZ,1680652800,16
AZ,1680674400,18
AZ,1680696000,8
AZ,1680717600,3
AZ,1680739200,0
AZ,1680760800,17
AZ,1680782400,12
AZ,1680804000,25
AZ,1680825600,6
AZ,1680847200,19
AZ,1680868800,17
AZ,1680890400,11
AZ,1680912000,8
AZ,1680933600,24
AZ,1680955200,17
AZ,1680976800,22
AZ,1680998400,9
AZ,1681020000,28
AZ,1681041600,14
AZ,1681063200,9
AZ,1681084800,19
AZ,1681106400,4
AZ,1681128000,12
AZ,1681149600,21
AZ,1681171200,4
AZ,1681192800,19
AZ,1681214400,0
AZ,1681236000,23
AZ,1681257600,9
AZ,1681279200,11
AZ,1681300800,26
AZ,1681322400,24
